,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.5,0.43,0.44,0.48,0.41,0.43,0.56,0.49,0.87,0.44,0.61,0.49,0.52,0.52,0.31,0.54
f_1,0.7,1.5,0.44,0.48,0.36,0.37,0.48,0.5,0.56,0.56,0.2,0.5,0.56,0.37,0.37,0.6
d_1,0.47,0.51,1.53,0.41,0.42,0.31,0.58,0.5,0.27,0.91,0.44,0.7,0.61,0.52,0.43,0.5
c_1,0.47,0.48,0.45,1.55,0.79,0.28,0.51,0.56,0.45,0.24,0.54,0.43,0.56,0.42,0.47,0.48
b_1,0.51,0.52,0.45,0.35,1.61,0.71,0.51,0.59,0.6,0.58,0.58,0.2,0.63,0.45,0.43,0.56
a_1,0.48,0.47,0.57,0.67,0.38,1.75,0.59,0.44,0.73,0.65,0.62,0.55,0.65,0.23,0.53,0.62
h_1,0.68,1.0,0.79,0.73,0.7,0.45,1.69,1.06,0.77,0.69,0.86,0.79,0.6,0.77,0.71,0.85
g_1,0.8,0.65,1.04,0.67,0.63,0.64,0.69,1.75,0.93,0.92,1.15,0.77,0.78,0.96,0.92,0.64
d_0,0.68,0.85,0.41,1.37,0.69,0.55,0.91,0.55,1.48,0.68,0.73,0.74,1.15,0.77,0.76,0.8
c_0,0.9,0.9,0.81,0.5,0.46,0.7,0.99,0.75,1.06,1.54,1.02,1.42,1.0,0.67,0.81,1.12
f_0,0.69,0.55,1.05,0.84,0.74,0.62,0.84,0.84,0.98,0.79,1.61,1.03,1.01,0.69,1.58,0.78
b_0,0.82,1.06,0.71,0.81,0.46,0.56,0.93,0.83,0.95,0.78,0.83,1.61,1.19,1.33,0.63,0.96
h_0,0.82,1.06,0.95,0.83,0.74,0.51,0.4,1.03,0.7,0.88,0.79,0.74,0.66,0.67,0.64,1.09
a_0,0.81,0.97,0.94,0.92,0.75,,0.96,0.68,0.97,1.05,1.05,0.88,1.27,1.63,0.89,0.66
e_0,0.33,1.14,0.96,0.85,0.91,0.47,1.13,0.89,0.95,1.12,0.74,1.15,1.11,0.7,1.75,0.99
g_0,0.8,0.65,1.31,0.83,0.6,0.63,1.06,0.6,0.89,0.74,1.42,0.89,1.04,0.92,0.92,0.6
