,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.36,1.79,1.2,1.27,1.21,0.92,2.01,2.58,2.47,2.48,2.57,1.45,2.96,2.51,2.21,2.9
e_1,1.25,2.43,1.07,1.35,1.22,1.28,2.64,4.32,2.39,2.22,3.34,3.0,3.8,2.69,2.47,3.59
d_1,1.28,1.32,2.62,1.05,1.3,1.04,2.2,1.94,4.52,2.1,2.75,3.12,3.48,3.3,2.8,3.19
c_1,1.16,1.11,1.32,2.61,1.96,1.26,2.16,2.09,1.38,2.03,2.04,2.47,3.11,2.73,2.84,3.18
b_1,1.14,1.25,1.08,1.11,2.69,2.23,2.8,2.74,2.59,2.37,2.18,3.07,3.51,1.94,2.72,3.77
a_1,1.37,1.19,1.56,1.29,0.87,3.28,2.47,2.64,2.46,3.04,2.5,2.82,3.15,2.02,3.16,3.01
h_1,1.83,1.07,1.52,1.39,1.13,1.19,4.08,2.7,2.71,3.29,2.97,2.62,2.56,3.17,3.07,4.35
d_0,1.41,0.95,0.98,2.44,1.34,1.35,2.97,3.94,2.57,2.78,2.66,3.18,3.94,3.03,3.19,3.64
c_0,1.54,1.5,1.17,1.47,1.01,1.31,2.7,2.73,4.12,2.83,5.2,2.77,3.92,4.09,3.27,3.8
g_1,1.17,1.27,2.06,1.53,1.26,1.0,2.22,2.8,2.59,4.58,3.21,4.35,3.45,2.5,3.19,2.98
b_0,1.56,1.16,1.54,1.68,0.89,1.26,2.64,3.4,2.56,2.46,4.4,2.73,3.82,5.46,3.0,3.17
f_0,1.27,0.93,1.52,1.6,1.35,1.24,3.16,2.7,3.41,2.41,3.4,4.71,3.88,3.33,6.04,3.9
h_0,1.8,1.27,1.4,1.31,1.25,1.53,1.74,2.56,2.54,3.25,2.93,2.83,2.82,2.31,2.87,4.32
a_0,1.65,1.27,1.42,1.45,1.42,0.8,2.96,2.97,2.96,2.96,2.81,2.9,4.27,5.0,2.79,3.97
e_0,1.52,0.91,1.53,1.52,1.42,1.41,3.19,2.65,3.05,2.56,3.44,2.08,3.9,3.08,5.13,4.26
g_0,1.39,1.08,2.02,1.26,1.04,1.5,2.48,2.33,2.86,2.22,3.77,3.92,3.42,3.0,3.31,3.11
