,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.14,5.78,11.47,13.84,11.4,12.64,3.78,2.14,2.52,3.68,2.54,2.56,2.14,1.91,9.71,2.25
f_1,10.47,1.14,11.55,8.26,14.97,9.77,2.84,2.9,2.4,4.56,2.49,10.9,2.02,1.12,2.58,2.0
c_1,11.15,10.79,1.14,15.52,11.14,14.43,4.25,1.23,9.24,3.81,2.88,2.11,2.53,1.62,1.91,1.77
d_1,16.37,18.28,12.9,1.14,12.64,10.87,2.74,12.12,2.38,1.86,2.24,2.34,2.82,1.88,2.24,1.07
b_1,17.32,15.65,6.85,14.6,1.15,17.12,3.47,3.05,2.83,4.44,10.54,3.71,3.14,2.22,2.34,2.28
a_1,22.1,24.12,34.18,24.23,10.39,1.15,5.17,5.01,3.47,7.53,3.62,6.32,,3.51,4.66,2.89
h_1,31.6,32.47,26.52,23.69,22.28,23.3,1.91,6.49,6.16,7.61,5.13,4.75,5.1,7.54,6.67,4.26
d_0,15.94,30.21,38.55,91.37,27.8,40.29,12.2,2.64,6.84,9.57,5.96,5.79,5.36,5.15,6.07,4.76
c_0,30.02,32.17,122.78,16.23,34.34,40.29,10.79,7.99,2.66,9.57,7.37,5.45,6.74,5.15,8.1,4.15
g_1,37.52,43.97,30.98,28.55,39.99,38.68,6.53,9.57,5.61,1.9,5.9,6.11,5.5,4.2,7.08,9.82
b_0,30.53,39.93,41.44,40.48,139.0,31.7,10.4,6.49,4.2,10.0,2.66,6.04,8.2,4.9,6.94,5.06
f_0,33.66,133.62,43.05,36.76,42.3,32.23,10.52,7.73,6.71,7.05,9.08,2.53,8.89,5.29,7.08,3.86
a_0,43.4,56.95,61.39,61.5,60.81,,15.89,10.85,11.03,17.18,5.09,9.11,2.7,7.83,10.62,9.0
h_0,46.78,54.28,63.75,48.45,59.57,43.95,35.08,10.69,12.21,16.34,12.55,12.93,12.29,20.35,10.0,6.75
e_0,171.52,105.27,51.0,78.0,71.2,37.92,19.14,14.54,11.21,20.94,10.73,5.56,11.61,7.83,2.72,8.1
g_0,56.28,89.08,72.07,65.27,67.88,74.38,13.16,16.16,11.4,39.41,11.8,13.24,13.06,7.4,13.08,20.25
