,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,87.54,28.39,37.95,70.06,95.54,241.83,5728.22,17203.21,12663.47,15121.66,21993.47,31585.4,81795.14,91884.53,135222.78,62945.83
f_1,44.09,94.29,45.18,55.82,89.8,237.63,4216.04,10499.43,12330.59,13261.28,18627.0,12516.49,58899.88,82351.05,103368.99,59313.44
d_1,25.33,28.47,131.21,46.07,65.74,202.4,4036.56,3744.36,18373.34,13869.92,16352.08,29195.67,67629.89,64554.48,103671.0,92504.41
c_1,21.28,26.45,37.7,162.56,112.05,168.47,3954.56,8271.16,3748.74,9904.55,11579.36,24686.92,46013.58,79249.32,100033.37,84697.66
b_1,19.14,24.86,35.5,31.99,228.68,247.47,3189.98,8876.2,10961.19,11386.97,5511.92,14778.2,50073.82,43397.12,80662.6,81202.12
a_1,13.2,16.89,24.08,32.17,39.09,515.13,2360.85,6482.08,6736.18,8959.07,9442.2,12961.65,37720.04,,64084.42,58688.35
h_1,7.5,12.4,14.0,18.01,27.78,78.28,2760.69,3427.08,3577.81,5361.57,5294.73,10267.51,16416.75,20844.82,45224.4,30078.38
d_0,6.33,7.86,8.42,23.74,19.92,46.49,1058.47,4214.95,2939.85,3756.59,4788.49,8855.33,19653.11,17401.94,28469.67,26735.94
c_0,6.67,8.01,10.18,9.61,17.23,57.49,1261.78,2793.04,4922.37,3401.95,6949.72,8573.03,17927.0,24308.25,31354.41,27127.99
g_1,6.08,5.44,13.37,13.84,15.65,38.92,802.94,1955.51,2803.43,7320.47,3824.1,9385.9,11307.4,14064.05,13200.19,26849.59
b_0,5.42,6.6,11.01,13.48,13.72,40.97,1065.9,2048.9,2074.19,3057.82,6647.02,6693.05,17567.69,29614.72,29722.95,26173.17
f_0,3.97,2.89,8.83,11.72,21.17,46.17,694.03,1903.08,1975.4,2960.83,3673.46,9619.96,14855.89,14975.51,17915.16,36692.7
h_0,3.54,5.92,6.38,10.01,10.31,35.05,305.79,1427.27,1661.06,2771.62,2603.72,3362.17,5871.26,8619.91,19585.07,17102.66
a_0,3.4,3.75,7.35,6.77,12.83,,669.39,1768.49,1441.97,1645.06,1890.33,4271.71,9697.01,21926.96,13108.5,11277.95
g_0,2.2,3.36,7.75,6.88,10.81,24.2,502.79,1165.68,1505.81,,2287.68,5451.65,7987.37,11076.23,10070.01,14555.58
e_0,1.68,5.13,5.32,8.19,10.4,30.8,531.91,1220.23,1384.1,1471.39,1742.88,3163.38,9023.23,9440.59,14041.14,26972.88
