,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.89,0.36,0.17,0.14,0.12,0.08,0.18,0.11,0.16,0.15,0.16,0.06,0.17,0.11,0.08,0.12
e_1,0.23,0.89,0.14,0.2,0.16,0.09,0.14,0.12,0.34,0.17,0.16,0.16,0.18,0.11,0.05,0.13
d_1,0.22,0.17,0.89,0.14,0.14,0.09,0.22,0.15,0.07,0.28,0.17,0.15,0.19,0.12,0.1,0.14
c_1,0.2,0.16,0.19,0.89,0.3,0.07,0.18,0.13,0.15,0.04,0.12,0.14,0.18,0.11,0.1,0.11
b_1,0.2,0.19,0.17,0.17,0.88,0.23,0.15,0.13,0.13,0.14,0.05,0.12,0.13,0.06,0.09,0.11
a_1,0.2,0.22,0.2,0.17,0.14,0.87,0.18,0.1,0.16,0.19,0.14,0.11,0.19,0.03,0.12,0.15
h_1,0.39,0.17,0.24,0.17,0.18,0.12,0.56,0.23,0.14,0.18,0.2,0.13,0.1,0.12,0.11,0.22
g_1,0.21,0.23,0.36,0.19,0.14,0.14,0.18,0.56,0.13,0.17,0.14,0.25,0.19,0.11,0.15,0.1
d_0,0.26,0.25,0.11,0.42,0.17,0.11,0.21,0.15,0.42,0.13,0.19,0.16,0.2,0.13,0.1,0.16
c_0,0.28,0.23,0.26,0.12,0.15,0.13,0.24,0.17,0.23,0.4,0.38,0.21,0.21,0.16,0.14,0.2
b_0,0.32,0.23,0.26,0.2,0.06,0.1,0.22,0.2,0.2,0.22,0.4,0.18,0.21,0.27,0.12,0.16
f_0,0.13,0.18,0.26,0.24,0.18,0.15,0.28,0.22,0.24,0.21,0.21,0.43,0.23,0.15,0.29,0.18
h_0,0.35,0.21,0.25,0.24,0.16,0.12,0.13,0.26,0.19,0.19,0.17,0.16,0.14,0.13,0.13,0.21
a_0,0.29,0.24,0.24,0.22,0.17,0.07,0.2,0.23,0.21,0.19,0.18,0.16,0.24,0.4,0.1,0.14
e_0,0.31,0.14,0.21,0.22,0.15,0.15,0.24,0.24,0.22,0.25,0.23,0.22,0.26,0.12,0.39,0.17
g_0,0.21,0.17,0.39,0.23,0.18,0.11,0.19,0.16,0.17,0.19,0.19,0.26,0.23,0.12,0.11,0.12
