,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,2.23,0.25,0.21,0.15,0.17,0.18,0.46,0.35,0.83,0.11,0.5,0.5,0.47,0.67,0.29,0.71
f_1,0.24,2.25,0.39,0.18,0.2,0.11,0.41,0.34,0.49,0.51,0.48,0.12,0.39,0.51,0.26,0.44
e_1,0.2,0.22,2.37,0.28,0.18,0.16,0.37,0.33,0.49,0.96,0.49,0.46,0.44,0.61,0.1,0.52
c_1,0.22,0.26,0.21,2.41,0.37,0.19,0.39,0.41,0.08,0.46,0.25,0.46,0.37,0.58,0.35,0.4
b_1,0.26,0.26,0.18,0.21,2.61,0.35,0.4,0.38,0.45,0.56,0.06,0.35,0.26,0.46,0.33,0.44
a_1,0.18,0.19,0.2,0.28,0.28,3.05,0.46,0.29,0.43,0.46,0.46,0.48,,0.55,0.54,0.63
h_1,0.49,0.62,0.35,0.32,0.24,0.19,2.82,0.83,0.83,0.69,0.88,0.73,0.54,0.38,0.71,1.09
g_1,0.65,0.34,0.32,0.35,0.28,0.29,0.72,3.11,0.67,0.74,1.01,1.1,0.65,1.05,0.86,0.36
c_0,0.49,0.37,0.5,0.17,0.25,0.27,0.68,0.7,2.34,0.76,1.73,0.8,0.92,0.95,0.8,1.09
d_0,0.17,0.41,0.39,0.86,0.35,0.26,0.67,0.65,0.5,2.09,0.77,0.69,0.79,1.0,0.64,0.72
b_0,0.56,0.52,0.35,0.5,0.11,0.17,0.81,0.67,0.75,0.86,2.39,0.75,1.17,0.93,0.7,0.75
f_0,0.48,0.1,0.36,0.37,0.38,0.36,0.97,0.84,1.07,0.86,1.01,2.58,0.72,0.97,1.82,1.26
a_0,0.41,0.47,0.36,0.59,0.35,,0.78,0.69,0.86,0.73,0.95,0.77,2.68,1.13,0.69,0.71
h_0,0.44,0.6,0.37,0.42,0.28,0.26,0.27,0.85,0.76,0.77,0.76,0.68,0.78,0.37,0.53,1.01
e_0,0.5,0.35,0.16,0.48,0.51,0.34,0.63,0.59,0.77,0.86,0.85,0.78,0.71,1.19,2.92,0.81
g_0,0.74,0.36,0.3,0.41,0.26,0.22,0.74,0.27,0.86,0.74,0.89,1.24,0.76,1.09,0.78,0.38
