,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.24,0.51,0.36,0.6,0.48,0.41,0.9,0.72,2.05,0.97,0.94,0.89,1.32,0.76,0.38,1.04
f_1,0.87,2.26,0.41,0.47,0.43,0.28,0.79,0.61,1.04,0.94,1.06,0.39,1.23,0.71,0.56,1.23
d_1,0.53,0.56,2.43,0.31,0.36,0.35,1.01,0.79,0.38,2.16,1.18,1.03,1.29,1.02,0.92,1.02
c_1,0.47,0.49,0.48,2.45,0.85,0.24,0.89,0.69,0.81,0.25,0.78,1.01,1.03,0.78,0.9,0.98
b_1,0.46,0.46,0.56,0.57,2.56,0.67,0.73,0.83,0.93,0.73,0.34,0.91,1.14,0.55,0.86,0.95
a_1,0.47,0.61,0.56,0.45,0.37,3.19,0.98,0.79,0.91,1.08,0.89,1.18,1.39,0.31,0.76,1.2
h_1,0.51,0.84,0.62,0.59,0.5,0.47,2.98,1.31,0.9,1.08,1.14,1.04,0.8,0.98,0.98,1.74
g_1,0.49,0.57,0.99,0.55,0.36,0.38,1.05,3.33,0.94,1.15,1.13,1.83,1.32,0.87,1.14,0.83
d_0,0.54,0.63,0.25,1.12,0.63,0.42,1.2,1.11,2.46,0.91,1.02,1.04,1.47,1.03,0.95,1.21
c_0,0.6,0.77,0.64,0.37,0.45,0.38,1.28,1.02,1.15,2.51,2.26,1.09,1.68,1.37,1.35,1.43
b_0,0.69,0.67,0.65,0.56,0.28,0.37,1.19,1.11,1.23,1.2,2.75,0.93,1.56,2.46,0.94,1.49
f_0,0.5,0.41,0.87,0.59,0.55,0.46,1.14,1.11,1.06,1.35,1.34,2.89,1.79,0.96,2.06,1.44
h_0,0.61,0.9,0.56,0.57,0.65,0.33,0.64,1.34,1.31,1.3,1.1,1.07,0.81,0.74,0.93,1.96
a_0,0.67,0.65,0.75,0.51,0.45,0.28,0.97,1.15,1.05,1.41,1.17,0.93,1.75,3.21,1.11,1.51
e_0,0.35,0.75,0.58,0.57,0.63,0.5,1.3,0.99,1.22,1.44,1.42,1.0,1.99,1.1,3.02,1.23
g_0,0.69,0.49,0.87,0.58,0.5,0.43,1.1,0.72,1.11,1.07,1.14,1.7,1.39,1.18,1.06,0.89
