,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.66,1.19,1.07,1.03,0.97,0.84,0.36,0.5,0.37,0.39,0.37,0.44,0.26,0.35,0.31,0.35
e_1,0.73,0.66,1.06,1.12,1.21,0.97,0.56,0.56,0.51,0.44,0.42,0.51,0.32,0.38,0.46,0.33
d_1,1.21,1.18,0.64,1.08,1.03,0.98,0.45,0.36,0.52,0.42,0.4,0.36,0.29,0.34,0.35,0.22
c_1,1.07,0.99,1.29,0.64,1.26,0.99,0.53,0.46,0.26,0.47,0.35,0.38,0.32,0.36,0.36,0.3
b_1,1.37,1.15,1.27,0.75,0.61,1.47,0.63,0.56,0.46,0.53,0.68,0.44,0.4,0.4,0.45,0.39
a_1,1.62,1.53,1.4,1.39,0.74,0.56,0.67,0.66,0.58,0.59,0.71,0.49,0.48,0.71,0.55,0.41
h_1,1.95,1.51,1.73,1.85,1.45,1.31,0.56,0.89,0.67,0.63,0.64,0.58,0.61,0.55,0.66,0.53
g_1,2.02,1.74,1.75,2.13,1.75,1.61,0.61,0.53,0.68,0.57,0.67,0.75,0.47,0.61,0.58,0.53
d_0,2.11,1.31,2.19,2.45,1.81,1.73,0.92,0.98,0.58,0.66,0.7,0.69,0.6,0.73,0.69,0.6
c_0,2.13,1.91,1.31,2.64,1.91,1.61,1.0,0.87,1.03,0.56,0.87,0.74,0.62,0.78,0.64,0.59
b_0,2.14,1.83,1.67,2.96,1.98,1.62,0.87,0.82,0.75,0.43,0.55,0.68,0.59,0.87,0.67,0.55
f_0,2.63,1.74,1.97,2.37,2.07,1.75,0.97,0.7,0.87,0.69,0.73,0.54,0.67,0.68,0.81,0.41
h_0,2.52,2.04,2.06,2.32,2.4,2.04,1.12,0.98,0.87,0.71,0.77,0.71,0.74,0.69,0.65,0.66
a_0,2.34,2.08,2.27,2.55,2.74,1.97,1.12,0.98,0.84,0.67,0.49,0.79,0.7,0.54,0.83,0.63
e_0,2.93,2.53,2.14,2.59,2.26,1.93,1.06,1.02,0.78,0.83,0.77,0.48,0.71,0.65,0.52,0.56
g_0,2.42,2.23,2.46,2.72,2.33,2.32,0.93,1.21,0.89,0.82,0.94,0.92,0.59,0.78,0.8,0.8
