,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.71,1.18,1.07,0.98,0.95,1.1,1.56,1.15,1.03,0.98,1.18,1.0,0.92,1.12,1.04
f_1,1.41,1.0,1.03,0.81,0.95,0.86,0.77,0.96,0.99,0.94,0.97,0.87,0.89,0.96,0.89,1.31
c_1,0.85,0.97,1.0,1.07,1.22,1.07,1.07,0.78,1.18,0.97,0.96,0.99,0.9,0.86,1.0,1.12
d_1,0.93,1.23,0.93,1.0,0.93,0.87,1.07,1.18,0.84,1.26,0.98,0.97,1.13,1.05,1.02,0.7
b_1,1.03,1.05,0.82,1.07,1.0,1.41,0.97,0.85,0.84,1.11,0.96,0.94,1.21,0.95,0.83,0.94
a_1,1.05,1.17,0.93,1.15,0.71,1.0,1.11,0.98,1.25,0.99,0.92,0.98,0.99,0.76,0.98,1.05
h_1,0.86,1.37,0.94,0.93,1.02,0.9,1.0,0.93,1.08,0.83,0.85,0.96,1.07,1.15,0.92,0.98
d_0,0.62,1.05,1.31,0.92,1.18,1.0,1.09,1.0,0.93,1.01,1.15,1.02,1.17,1.01,1.07,1.12
g_1,0.89,1.03,0.87,1.17,1.2,0.81,0.91,1.08,1.0,1.04,1.15,1.06,0.92,1.06,0.97,1.07
c_0,0.98,1.14,1.04,0.77,0.88,0.92,1.2,1.06,1.02,1.0,1.5,1.07,1.11,1.14,1.2,1.08
b_0,0.98,1.03,1.06,1.04,1.03,0.99,1.21,0.88,0.8,0.67,1.0,0.94,0.86,1.65,0.89,1.33
f_0,0.82,1.21,1.01,1.05,1.07,1.03,0.99,0.96,0.94,0.95,1.07,1.0,0.93,0.89,1.48,0.68
h_0,0.96,1.11,1.11,0.9,0.83,1.04,0.94,0.87,1.11,0.89,1.09,1.06,1.0,0.93,1.12,0.98
a_0,1.07,0.96,1.22,0.98,1.0,,0.8,1.04,0.97,0.92,0.69,0.97,1.03,1.0,0.95,1.05
e_0,0.78,1.14,1.01,0.96,1.26,1.02,1.04,0.93,1.01,0.87,1.16,0.65,0.93,0.96,1.0,1.0
g_0,0.98,0.75,0.9,1.51,1.09,0.94,1.01,0.87,0.97,0.92,0.81,1.55,1.02,1.0,1.06,1.0
