,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.46,1.62,1.42,2.15,1.69,1.62,3.47,3.4,5.39,3.22,3.78,3.87,4.61,3.81,3.49,4.93
f_1,2.32,2.51,1.55,1.65,1.5,1.51,2.88,3.04,4.14,3.72,3.68,3.12,4.22,3.87,2.73,4.81
d_1,1.66,1.85,2.57,1.49,1.64,1.65,3.45,3.19,2.95,5.38,4.05,3.45,5.06,3.72,4.05,4.29
c_1,1.34,1.68,1.81,2.58,2.64,1.76,3.31,3.02,2.97,2.91,2.69,3.48,3.91,3.61,3.5,4.51
b_1,1.69,1.7,1.72,1.42,2.74,2.83,3.11,3.09,3.47,3.6,3.27,3.77,4.46,3.2,3.88,4.51
a_1,1.69,1.77,1.84,1.75,1.46,3.28,3.65,3.39,3.73,3.54,4.11,4.27,4.81,3.5,4.13,4.62
h_1,1.66,2.08,1.79,1.64,1.78,1.72,4.52,4.38,3.46,3.8,3.91,3.61,4.11,3.66,3.86,5.09
g_1,1.58,1.69,2.15,1.75,1.68,1.61,2.67,4.66,3.06,3.6,3.65,5.23,4.45,3.89,4.97,5.04
d_0,1.57,1.59,1.57,2.66,1.83,1.61,3.59,3.41,4.38,2.62,4.04,4.13,4.51,4.2,4.01,4.99
c_0,1.95,1.7,1.62,1.67,1.5,1.64,3.53,3.55,4.22,4.6,5.7,4.15,5.13,4.82,4.46,5.24
b_0,1.76,1.87,1.83,2.02,1.45,1.24,3.5,3.44,3.64,3.55,4.81,4.25,5.0,6.23,4.29,5.48
f_0,1.6,1.64,1.96,1.9,1.72,1.6,3.52,3.34,3.76,3.47,3.52,4.78,5.1,4.26,6.78,4.91
h_0,1.74,2.09,1.65,1.73,1.64,1.59,3.1,3.9,3.43,3.52,3.74,3.83,4.18,4.23,3.9,5.58
a_0,1.86,1.75,1.75,1.87,1.8,1.58,3.54,3.59,3.76,3.44,3.47,3.67,4.35,5.35,4.11,4.64
e_0,1.51,2.02,1.81,1.97,1.71,1.79,3.83,3.36,3.53,3.73,4.27,3.29,4.67,4.36,5.66,4.73
g_0,1.64,1.58,2.23,1.72,1.73,1.84,3.34,3.03,3.47,3.85,3.9,4.74,4.79,3.81,4.64,3.89
