,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.12,2.49,4.85,5.27,4.49,4.02,1.13,1.32,0.99,0.99,0.9,1.04,0.64,0.83,2.26,0.75
f_1,4.41,1.12,4.11,4.21,4.04,4.72,0.99,1.73,0.77,0.79,1.0,1.42,0.44,0.91,0.65,0.82
d_1,5.03,5.81,1.11,5.49,5.29,4.22,1.25,0.79,0.8,2.28,0.84,0.9,0.63,0.96,0.84,0.41
c_1,4.33,5.22,6.3,1.12,5.33,4.93,1.52,1.7,1.92,0.57,1.12,0.97,0.78,1.14,0.9,0.78
b_1,5.23,5.69,7.07,2.95,1.13,6.72,2.08,1.83,1.62,1.21,2.12,1.31,1.23,1.36,1.19,0.89
a_1,8.13,9.04,6.89,8.71,4.39,1.14,2.45,2.43,1.97,1.82,2.51,2.03,1.74,3.92,1.88,1.34
h_1,17.46,16.46,13.63,17.41,16.06,11.88,1.73,5.14,3.1,3.14,3.22,3.48,3.59,2.8,2.69,2.46
g_1,16.82,19.82,14.88,17.72,20.04,17.21,3.99,1.75,3.67,3.78,3.58,3.83,1.84,3.59,3.28,2.82
c_0,20.95,20.74,9.75,49.95,22.08,17.98,5.08,5.37,2.17,6.46,3.89,3.97,3.14,3.68,5.03,2.44
d_0,11.57,22.01,37.88,19.28,18.97,18.31,6.85,6.03,4.64,2.34,4.54,3.83,3.1,3.72,4.14,3.44
b_0,20.49,23.15,17.9,27.7,36.7,16.92,6.52,5.45,2.42,4.75,2.15,3.81,2.68,3.95,4.38,2.36
f_0,20.49,40.77,19.99,24.98,22.98,21.01,5.38,3.26,4.37,4.31,4.47,2.19,3.67,5.19,5.98,2.2
h_0,23.81,29.65,26.06,27.95,27.71,22.43,12.34,8.39,5.23,5.43,5.95,5.06,5.16,5.07,5.54,3.58
a_0,26.57,34.17,22.32,42.32,34.46,42.47,8.02,8.8,4.96,8.28,3.02,6.1,3.33,2.39,8.02,3.65
e_0,59.15,43.76,31.94,26.73,28.55,28.93,10.15,8.49,6.51,6.59,8.04,3.88,4.83,6.63,2.51,4.82
g_0,32.17,43.76,28.58,42.92,44.16,37.66,6.8,15.53,6.78,8.85,7.08,7.18,4.1,6.16,7.54,7.23
