,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.51,0.67,0.65,0.86,0.73,0.69,0.9,1.32,0.85,0.91,0.82,0.89,0.91,0.85,0.89,0.57
f_1,1.25,1.54,0.7,0.7,0.62,0.48,0.67,0.92,0.69,0.81,0.77,0.52,0.82,0.66,0.84,0.44
d_1,0.77,0.84,1.55,0.66,0.68,0.58,0.91,0.72,0.66,1.34,1.02,0.87,0.97,0.74,0.8,0.71
c_1,0.68,0.78,0.78,1.55,1.12,0.6,0.88,0.75,0.74,0.5,0.66,0.7,0.95,0.65,0.84,0.76
b_1,0.71,0.77,0.82,0.64,1.59,1.06,0.86,0.87,0.76,0.88,0.56,0.93,0.87,0.59,0.79,0.83
a_1,0.73,0.9,0.89,0.9,0.66,1.74,0.92,0.98,0.86,1.03,1.09,1.0,1.05,0.67,0.88,0.78
h_1,0.92,1.34,1.03,0.89,0.83,0.74,1.77,1.28,1.28,1.12,0.91,1.04,0.99,0.99,1.75,1.03
d_0,0.93,0.97,0.71,1.71,1.02,0.85,1.07,1.64,1.03,0.85,1.12,1.11,1.41,0.89,1.17,0.93
g_1,0.9,0.92,1.48,1.05,0.95,0.66,1.03,1.05,1.87,1.09,1.13,1.63,1.18,1.04,0.97,1.13
c_0,1.03,1.14,0.9,1.07,0.9,0.83,1.15,1.44,1.16,1.66,1.97,1.19,1.46,1.23,1.31,1.07
b_0,1.19,1.18,0.97,1.19,0.81,0.52,1.46,1.2,1.21,1.0,1.75,1.31,1.53,1.91,1.13,0.87
f_0,0.88,0.83,1.17,1.2,1.01,0.85,1.27,1.27,1.06,1.11,1.11,1.73,1.41,1.03,1.26,1.98
h_0,1.12,1.38,0.98,1.16,1.15,0.67,1.0,1.18,1.43,1.08,1.19,1.13,1.07,1.03,1.41,1.09
a_0,1.03,1.27,1.26,1.14,1.02,0.52,1.38,1.41,1.21,1.18,1.03,1.3,1.7,1.81,1.66,1.08
g_0,0.99,1.01,1.59,1.11,1.1,0.88,0.96,1.1,0.95,1.3,1.27,1.59,1.3,0.89,1.19,1.22
e_0,0.84,1.53,1.33,1.14,0.96,0.82,1.31,1.31,1.23,1.29,1.44,1.04,1.52,1.18,1.37,1.79
