,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.1,1.75,3.23,3.49,3.34,3.24,0.96,0.95,0.68,0.56,0.87,0.69,0.45,0.58,1.0,0.63
f_1,2.58,1.1,2.94,3.28,3.43,2.59,0.65,1.0,0.61,0.59,0.9,0.61,0.33,0.62,0.53,0.47
d_1,4.39,3.64,1.1,3.21,2.97,2.91,0.88,0.63,1.16,0.62,0.63,0.66,0.43,0.71,0.51,0.29
c_1,2.78,3.31,4.07,1.11,3.8,3.53,0.9,0.92,0.41,1.01,0.65,0.61,0.5,0.69,0.75,0.5
b_1,3.5,4.81,3.29,2.15,1.11,3.58,1.09,0.91,0.84,0.88,0.66,1.01,0.51,0.66,0.76,0.54
a_1,5.7,6.27,5.3,5.38,2.7,1.13,1.53,1.89,1.15,1.03,0.97,1.85,0.86,3.13,1.01,0.66
h_1,10.14,11.8,10.94,11.59,11.32,10.14,1.66,2.86,2.65,2.08,2.2,2.61,2.47,2.32,1.93,1.82
g_1,13.53,15.27,12.12,15.39,13.63,11.05,3.06,1.64,3.09,2.79,2.83,2.82,1.35,2.53,2.32,2.35
d_0,8.72,14.28,25.27,15.47,16.13,15.25,4.84,4.74,2.02,2.83,3.52,2.89,2.22,3.13,3.25,3.21
c_0,18.65,16.96,9.62,23.79,17.6,14.31,5.2,4.74,5.0,2.09,4.29,3.2,2.69,3.32,2.85,2.4
f_0,18.37,28.92,16.8,18.47,16.04,15.25,5.4,3.08,3.93,3.25,2.01,3.69,2.66,3.05,3.91,1.59
b_0,16.98,18.28,14.36,26.17,22.81,16.85,4.7,6.48,4.16,1.81,4.09,2.01,2.47,3.29,3.31,2.55
h_0,22.5,22.76,21.59,21.51,22.48,17.85,8.51,6.79,4.96,4.91,4.4,4.44,4.88,4.79,3.78,3.18
a_0,24.83,27.35,22.03,26.61,32.42,35.41,8.1,7.28,5.38,4.3,5.17,2.47,3.13,2.24,5.19,4.32
e_0,42.86,32.67,25.27,29.35,22.65,21.54,6.48,6.54,7.01,5.26,3.13,5.87,5.19,4.99,2.43,2.97
g_0,29.27,36.75,28.85,28.29,27.26,29.84,5.58,9.29,6.72,5.72,4.84,6.44,3.28,4.61,5.12,4.7
