,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.96,0.83,0.5,0.52,0.41,0.31,0.35,0.29,0.3,0.35,0.3,0.2,0.27,0.2,0.24,0.17
e_1,0.58,0.95,0.46,0.66,0.43,0.33,0.4,0.35,0.33,0.54,0.33,0.32,0.32,0.29,0.26,0.19
d_1,0.67,0.58,0.96,0.46,0.41,0.32,0.41,0.31,0.53,0.29,0.39,0.33,0.34,0.26,0.26,0.21
c_1,0.57,0.52,0.61,0.95,0.76,0.35,0.39,0.33,0.23,0.29,0.27,0.33,0.32,0.26,0.24,0.22
b_1,0.63,0.62,0.68,0.47,0.94,0.67,0.39,0.33,0.37,0.34,0.27,0.31,0.35,0.23,0.33,0.25
a_1,0.73,0.73,0.79,0.57,0.45,0.94,0.46,0.37,0.43,0.33,0.43,0.37,0.43,0.23,0.37,0.29
h_1,1.06,0.86,0.89,0.76,0.68,0.48,0.78,0.57,0.46,0.5,0.49,0.46,0.44,0.32,0.5,0.34
g_1,0.97,0.78,1.15,0.84,0.7,0.57,0.53,0.77,0.52,0.44,0.49,0.6,0.44,0.37,0.34,0.41
c_0,1.09,1.03,0.82,0.82,0.6,0.52,0.69,0.55,0.72,0.53,0.85,0.56,0.54,0.46,0.49,0.39
d_0,0.92,0.8,0.69,1.39,0.77,0.6,0.61,0.52,0.47,0.7,0.46,0.54,0.48,0.35,0.4,0.35
b_0,1.11,1.02,0.81,0.98,0.58,0.44,0.68,0.55,0.5,0.63,0.72,0.55,0.58,0.76,0.49,0.44
f_0,0.95,0.83,1.01,0.91,0.81,0.69,0.7,0.52,0.6,0.56,0.55,0.71,0.51,0.42,0.39,0.68
h_0,1.35,1.02,0.99,0.97,0.66,0.59,0.59,0.69,0.6,0.59,0.56,0.53,0.45,0.44,0.58,0.37
a_0,1.25,0.97,1.0,0.96,0.97,0.58,0.77,0.6,0.62,0.71,0.43,0.65,0.64,0.66,0.49,0.5
g_0,1.05,1.0,1.45,1.04,0.7,0.61,0.65,0.59,0.67,0.61,0.63,0.82,0.6,0.49,0.47,0.41
e_0,1.2,1.02,1.13,1.04,0.87,0.74,0.65,0.53,0.61,0.67,0.66,0.54,0.67,0.45,0.59,0.66
