,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.46,1.51,1.47,2.09,1.71,1.61,3.14,3.72,3.16,5.04,3.82,4.34,4.62,4.04,3.79,4.83
f_1,2.29,2.47,1.56,1.77,1.59,1.35,3.03,3.06,3.0,3.76,3.55,2.73,4.11,3.81,3.19,4.31
d_1,1.69,1.81,2.56,1.37,1.68,1.74,3.35,2.91,5.4,3.11,4.16,3.68,4.67,3.89,4.19,4.27
c_1,1.43,1.66,1.75,2.69,2.69,1.66,2.87,3.0,2.64,2.95,2.55,3.82,4.21,3.44,3.92,4.52
b_1,1.59,1.7,1.7,1.46,2.78,2.96,3.2,3.07,3.83,3.34,2.94,3.84,4.93,2.9,3.81,4.62
a_1,1.67,1.97,1.81,1.67,1.29,3.26,3.6,3.25,4.01,4.07,3.98,3.97,4.89,3.91,4.0,5.22
h_1,1.73,2.02,1.73,1.83,1.61,1.62,4.31,4.09,3.3,3.54,3.71,3.84,4.1,3.98,3.23,5.47
g_1,1.44,1.61,2.31,1.77,1.81,1.67,3.06,4.72,3.97,3.37,3.58,5.14,4.75,3.71,4.36,4.64
c_0,1.81,2.01,1.62,1.77,1.36,1.71,3.67,3.09,4.56,4.14,5.84,3.88,4.79,5.07,4.03,4.86
d_0,1.65,1.66,1.49,2.68,1.88,1.42,3.32,3.49,2.65,4.43,3.73,4.01,4.83,3.89,4.0,4.93
b_0,1.69,1.77,1.88,1.77,1.58,1.58,3.56,3.97,3.51,3.66,4.7,4.16,4.76,6.53,3.94,4.54
f_0,1.48,1.71,1.94,1.85,1.77,1.95,3.31,3.43,3.8,3.7,3.99,4.86,5.11,4.09,6.02,4.14
h_0,1.71,2.09,1.87,1.81,1.46,1.63,2.96,3.69,3.69,3.54,3.93,3.68,4.19,3.61,3.99,6.08
a_0,1.76,1.77,1.83,1.73,2.08,1.39,3.31,3.93,3.45,3.58,3.34,4.02,5.12,5.35,4.13,4.74
e_0,1.44,1.87,1.74,1.91,1.79,1.7,3.72,3.54,3.73,4.04,4.06,3.8,4.77,3.42,5.49,4.9
g_0,1.59,1.66,2.24,1.89,1.81,1.65,2.89,3.09,3.63,3.37,3.98,5.15,3.98,4.03,4.19,4.01
