,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.11,1.8,3.3,3.06,3.28,2.89,0.89,0.99,0.61,0.64,0.86,0.58,0.46,0.62,0.86,0.48
f_1,2.83,1.1,2.74,2.95,2.99,3.01,0.62,0.99,0.6,0.55,0.88,0.56,0.31,0.56,0.55,0.49
d_1,3.56,3.84,1.09,3.84,3.07,2.51,0.87,0.54,1.14,0.55,0.59,0.66,0.39,0.6,0.55,0.26
c_1,2.85,3.5,4.26,1.11,3.32,2.59,1.0,1.06,0.4,0.96,0.68,0.7,0.53,0.57,0.67,0.52
b_1,3.85,5.14,4.81,2.08,1.12,4.09,1.37,1.22,0.77,1.44,0.87,1.37,0.65,0.81,0.83,0.68
a_1,5.29,6.14,6.19,5.9,2.88,1.14,1.83,1.78,1.42,1.33,1.22,1.61,1.0,1.57,1.7,0.99
h_1,12.37,12.37,11.46,11.9,12.42,9.97,1.6,3.38,2.6,2.44,2.47,2.5,2.49,2.2,2.1,1.69
g_1,14.51,14.89,13.55,13.73,13.02,13.28,2.53,1.63,3.27,3.24,2.76,2.87,1.48,2.49,2.3,2.57
d_0,8.55,14.42,29.04,15.84,12.96,13.01,4.78,5.04,2.09,3.38,2.83,3.23,2.81,2.92,2.89,2.49
c_0,16.52,16.29,9.11,29.09,16.49,13.75,4.84,4.53,5.31,1.93,3.62,3.27,2.04,2.9,2.76,2.24
f_0,16.6,26.44,15.51,18.08,17.01,14.81,4.87,3.07,4.1,3.17,1.92,3.64,2.61,3.46,3.94,1.55
b_0,17.89,18.62,13.6,25.2,26.68,18.33,4.56,5.27,3.95,2.17,3.22,2.04,2.62,3.14,2.7,2.14
h_0,20.36,21.85,22.25,23.02,23.46,21.15,7.9,6.54,4.68,4.79,4.66,4.49,4.01,3.86,3.59,3.31
a_0,23.47,28.51,21.42,26.67,31.28,36.32,7.67,6.25,5.44,4.91,5.77,2.64,3.7,2.37,5.07,3.28
e_0,29.72,36.86,22.11,25.0,24.96,22.92,7.0,6.03,5.58,5.06,2.55,5.43,4.47,5.27,2.34,3.01
g_0,29.25,28.07,25.57,30.48,30.23,28.31,6.14,8.21,6.99,5.56,5.83,5.38,3.29,5.67,5.87,4.94
