,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.95,1.57,1.4,1.51,1.3,0.75,0.6,0.59,0.42,0.47,0.6,0.48,0.45,0.85,0.5
f_1,1.48,0.66,1.29,1.38,1.45,1.13,0.45,0.53,0.66,0.49,0.57,0.62,0.29,0.51,0.39,0.43
c_1,1.18,1.57,0.65,1.96,1.66,1.08,0.57,0.33,0.66,0.65,0.42,0.53,0.43,0.44,0.43,0.37
d_1,1.55,1.45,1.38,0.64,1.53,1.35,0.63,1.1,0.46,0.61,0.52,0.52,0.44,0.48,0.54,0.31
b_1,1.68,1.69,0.93,1.45,0.62,2.05,0.8,0.62,0.78,0.77,0.98,0.54,0.6,0.54,0.58,0.53
a_1,2.02,2.22,2.21,1.77,0.88,0.57,0.86,0.67,0.85,0.57,0.96,0.62,0.6,1.35,0.6,0.59
h_1,2.08,2.75,2.39,2.25,2.03,1.84,0.57,0.69,1.04,0.8,0.77,0.68,0.81,0.76,0.65,0.77
d_0,1.53,2.17,2.83,2.75,2.39,2.41,1.34,0.62,1.23,0.79,0.85,0.84,0.77,0.72,0.92,0.77
g_1,2.58,2.36,2.65,2.31,2.25,2.59,0.88,0.89,0.55,0.83,0.88,0.83,0.57,0.81,0.78,0.93
c_0,2.54,2.46,5.05,1.46,2.35,2.43,1.27,1.38,1.03,0.62,1.13,0.8,0.72,0.82,0.77,0.7
b_0,2.25,2.31,3.6,2.22,3.51,1.83,1.15,1.01,1.03,0.55,0.61,0.78,0.7,1.12,0.82,0.68
f_0,2.26,3.95,2.7,2.36,2.5,2.19,1.46,0.98,0.85,1.02,0.9,0.59,0.74,0.99,1.08,0.52
h_0,2.56,3.11,2.72,2.59,2.21,2.41,1.46,0.99,1.36,0.94,1.06,0.98,1.01,0.9,0.82,0.7
a_0,2.74,2.73,3.01,2.6,3.07,3.92,1.36,1.4,1.3,0.89,0.61,0.93,0.83,0.58,0.89,0.71
e_0,3.61,4.04,3.0,2.78,2.76,2.49,1.19,1.1,1.26,1.15,0.97,0.6,0.85,0.84,0.57,0.72
g_0,2.86,2.91,3.05,3.37,2.78,2.46,1.0,1.22,1.69,1.16,1.07,1.09,0.71,1.05,1.01,1.0
