,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.45,1.56,1.51,1.95,1.68,1.87,3.48,4.98,3.4,3.68,3.65,4.18,4.47,3.89,4.71,3.48
f_1,2.42,2.53,1.56,1.74,1.51,1.42,2.75,3.77,3.19,3.5,3.56,2.87,4.04,3.57,4.31,2.5
d_1,1.69,1.84,2.58,1.42,1.54,1.62,3.32,3.33,3.09,5.33,4.38,3.69,4.73,3.9,4.1,4.32
c_1,1.48,1.66,1.74,2.59,2.42,1.77,3.2,3.0,2.81,2.65,2.88,3.35,4.41,3.46,4.47,3.74
b_1,1.54,1.71,1.71,1.5,2.71,2.54,3.49,3.32,3.2,3.73,3.1,3.82,4.47,3.05,4.13,4.22
a_1,1.46,1.75,1.77,1.83,1.65,3.28,3.29,3.53,3.43,3.91,4.16,3.91,4.95,3.96,4.52,3.91
h_1,1.63,2.15,1.84,1.63,1.55,1.46,4.4,3.73,4.0,3.75,3.58,3.68,4.16,4.16,6.28,4.11
d_0,1.55,1.68,1.49,2.6,1.85,1.8,3.04,4.37,3.35,2.88,3.61,3.67,5.24,3.82,4.54,3.69
g_1,1.55,1.58,2.22,1.87,1.69,1.6,2.93,3.35,4.93,3.68,3.65,5.1,4.35,3.92,4.89,4.53
c_0,1.81,1.84,1.54,1.86,1.67,1.73,3.38,4.35,3.72,4.55,6.08,4.27,5.27,4.91,4.98,4.08
b_0,1.89,1.88,1.65,2.01,1.56,1.27,3.61,3.69,3.7,3.14,4.84,3.94,5.5,6.35,4.94,3.97
f_0,1.38,1.62,2.01,1.84,1.82,1.86,3.61,3.73,3.33,3.62,3.85,4.93,5.03,3.91,4.94,6.99
h_0,1.76,2.1,1.79,1.75,1.77,1.61,2.81,3.24,3.97,3.34,3.65,3.72,4.29,4.13,5.34,4.04
a_0,1.8,1.98,1.9,1.87,1.67,1.21,3.48,3.57,3.64,3.61,3.66,3.99,5.33,5.62,5.92,3.79
g_0,1.47,1.69,2.44,1.62,1.76,1.69,2.78,2.98,2.89,3.83,3.69,4.92,4.51,3.17,4.46,4.22
e_0,1.49,2.27,1.89,1.79,1.58,1.5,3.62,3.3,3.59,3.58,4.06,3.36,4.87,3.81,5.1,5.69
