,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,10404.76,6488.86,3272.05,4709.49,6874.41,26011.43,3746301.8,6339636.08,9801398.29,15918436.59,19689803.72,17080777.95,125054572.16,125248336.48,193643863.62,101444191.53
e_1,2995.95,13811.13,3107.7,7218.56,7201.54,34634.34,3968886.32,6488403.7,11509488.75,31009212.94,20633745.97,31281153.61,125907372.03,122752770.49,240174568.27,87768345.94
d_1,3300.95,3036.39,13989.03,4579.42,6758.24,35287.32,4393297.23,9115615.4,21722780.87,9668393.05,26394854.88,30552626.5,127782049.2,122636501.56,246365711.91,180721826.09
c_1,2655.4,2970.69,3508.5,25444.26,13428.14,26265.75,3522603.59,6008488.48,4135272.94,14899013.42,16068359.71,33446926.23,90379134.97,91399539.17,226428889.32,171381431.21
b_1,2400.68,3489.64,3503.93,5618.7,35852.74,61566.17,4618936.79,6950651.84,11744392.02,15201164.7,12908423.97,29072221.82,136361711.54,82140863.1,213665383.81,157857091.28
a_1,3277.36,3198.01,3750.01,5735.93,6727.63,229312.4,4141763.02,7481421.37,10264251.58,18050689.21,29232668.56,36519085.97,146228147.48,72034807.54,234902081.82,221523862.16
h_1,4305.52,3394.42,4985.07,6886.34,7420.78,37840.42,12438907.54,11876286.87,14885164.52,18806922.02,31272094.88,34541554.57,107252147.71,143154398.14,426226668.63,236498488.98
g_1,2318.07,3866.93,6699.05,6767.93,8301.13,35872.48,4800475.71,26679513.65,14592998.72,15352614.11,30833476.85,57498965.49,138964432.83,146502292.4,200732319.86,222240331.75
c_0,3377.91,3999.35,4703.41,4070.29,7297.51,51212.5,5540682.71,10719359.8,26346809.45,20854564.11,56891336.47,52707589.06,165874987.89,188173873.02,339906769.41,244133157.28
d_0,2943.36,4203.23,2519.95,14408.36,9464.29,35116.7,4628837.47,10546466.9,9913824.29,36027920.43,27505993.13,38442165.5,125663680.34,134673554.13,255397998.85,256666076.05
b_0,3521.65,3857.6,4460.01,6925.57,6024.13,36292.61,5749505.97,12187673.41,14557803.19,20092574.35,59503063.13,44097405.25,167406089.04,349526510.99,333286612.36,275959439.61
f_0,2043.45,2932.31,4430.16,7475.42,9179.89,52066.8,6575881.84,9976849.46,15270984.0,21030619.15,33725539.34,83933272.49,160894864.82,179014180.71,340524759.4,542652914.4
h_0,4548.32,3896.71,4755.04,6390.86,8504.15,40551.5,3623584.89,12071301.14,13715606.0,18054932.59,27567321.99,40856407.77,88560934.14,189387164.9,385989086.59,154505343.68
a_0,3465.57,4174.71,5400.28,6530.65,9075.94,23532.44,5966007.84,10844614.29,14364395.24,18116973.22,33574394.7,42600816.64,181386345.98,413753489.55,341140654.46,234636533.9
g_0,2996.42,3603.33,6683.23,6366.91,7910.18,45329.65,5912705.09,7409415.84,14759067.16,18466488.46,28614864.06,57173192.31,139104462.01,158652946.72,176960538.75,309373651.63
e_0,3573.88,1872.13,5118.11,8502.19,9070.42,39196.87,5935182.14,11005385.41,13961833.55,20230356.5,27518153.16,46395716.98,174967830.78,166784531.92,275516348.02,645569846.45
