,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,1.51,0.38,0.45,0.51,0.52,0.34,0.51,0.5,0.89,0.62,0.57,0.53,0.54,0.24,0.61,0.47
f_1,0.78,1.52,0.43,0.42,0.42,0.32,0.56,0.47,0.5,0.56,0.27,0.56,0.64,0.42,0.41,0.46
d_1,0.46,0.56,1.54,0.4,0.41,0.34,0.53,0.4,0.37,0.88,0.53,0.66,0.58,0.51,0.6,0.51
c_1,0.39,0.51,0.47,1.54,0.67,0.44,0.47,0.47,0.53,0.17,0.56,0.43,0.57,0.45,0.54,0.45
b_1,0.46,0.54,0.53,0.42,1.57,0.61,0.48,0.54,0.56,0.55,0.43,0.24,0.74,0.46,0.47,0.43
a_1,0.54,0.53,0.52,0.45,0.4,1.74,0.62,0.59,0.59,0.64,0.62,0.56,0.58,0.46,0.62,0.33
h_1,0.77,0.91,0.76,0.78,0.64,0.62,1.69,0.84,0.82,0.8,0.79,0.81,0.42,0.53,1.04,0.62
g_1,0.61,0.64,1.09,0.87,0.66,0.45,0.91,1.76,0.78,0.73,1.14,0.87,0.88,0.74,0.6,0.67
d_0,0.67,0.83,0.3,1.27,0.73,0.55,0.89,0.9,1.48,0.77,1.09,0.7,0.89,0.72,0.85,0.55
c_0,0.77,0.81,0.81,0.6,0.67,0.56,0.98,1.08,0.93,1.49,1.19,1.59,0.97,0.85,0.95,0.9
f_0,0.72,0.43,0.88,0.94,0.89,0.62,0.89,0.77,0.85,0.81,1.57,0.8,0.85,1.58,0.78,0.74
b_0,0.88,0.75,0.7,0.94,0.5,0.67,0.88,0.95,1.02,0.66,1.13,1.58,1.09,0.76,1.02,1.3
h_0,0.9,1.0,0.84,0.88,0.6,0.6,0.62,1.12,0.87,0.82,0.99,0.84,0.73,0.72,1.31,0.71
e_0,0.43,0.93,0.8,1.04,0.8,0.69,1.21,1.06,1.12,1.02,0.7,0.89,1.14,1.74,0.87,0.81
g_0,0.66,0.91,1.08,0.83,0.73,0.75,0.94,0.63,0.83,0.93,1.32,0.73,0.78,0.83,0.72,0.69
a_0,0.75,0.93,0.89,0.93,0.56,0.55,1.22,1.04,0.96,0.95,0.97,0.89,1.19,0.93,1.11,1.66
