,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.95,0.56,0.48,0.62,0.44,0.31,0.4,0.53,0.34,0.27,0.35,0.33,0.34,0.24,0.29,0.19
f_1,0.84,0.95,0.52,0.49,0.41,0.32,0.35,0.35,0.31,0.27,0.3,0.23,0.25,0.23,0.25,0.14
d_1,0.64,0.63,0.96,0.43,0.41,0.37,0.41,0.28,0.56,0.31,0.35,0.32,0.32,0.24,0.25,0.24
c_1,0.55,0.63,0.59,0.95,0.79,0.33,0.39,0.32,0.24,0.28,0.24,0.28,0.29,0.24,0.26,0.24
b_1,0.64,0.69,0.59,0.44,0.94,0.7,0.4,0.39,0.39,0.3,0.27,0.27,0.33,0.18,0.27,0.23
a_1,0.77,0.79,0.63,0.66,0.43,0.94,0.5,0.42,0.35,0.39,0.39,0.32,0.34,0.19,0.34,0.26
h_1,0.86,1.1,0.82,0.76,0.71,0.52,0.78,0.54,0.43,0.51,0.47,0.42,0.42,0.29,0.48,0.32
d_0,0.81,0.94,0.74,1.3,0.78,0.52,0.6,0.71,0.43,0.43,0.5,0.49,0.45,0.34,0.39,0.36
c_0,1.01,1.05,0.78,0.75,0.59,0.62,0.75,0.63,0.71,0.46,0.84,0.53,0.56,0.46,0.43,0.33
g_1,0.97,0.88,1.16,0.87,0.66,0.53,0.59,0.58,0.65,0.78,0.55,0.71,0.44,0.4,0.32,0.42
b_0,0.92,1.14,0.96,0.95,0.63,0.47,0.68,0.53,0.51,0.52,0.71,0.5,0.53,0.65,0.42,0.39
f_0,0.75,0.94,1.02,0.97,0.96,0.7,0.72,0.63,0.63,0.47,0.56,0.7,0.59,0.4,0.38,0.7
h_0,1.03,1.38,1.02,0.96,0.76,0.63,0.6,0.66,0.6,0.6,0.66,0.47,0.47,0.41,0.56,0.39
a_0,1.18,1.12,1.07,0.97,1.05,0.56,0.83,0.73,0.62,0.52,0.53,0.53,0.62,0.66,0.46,0.4
g_0,0.87,1.01,1.45,0.98,0.99,0.64,0.66,0.59,0.7,0.52,0.65,0.81,0.56,0.46,0.45,0.59
e_0,0.95,1.41,0.94,0.99,0.99,0.78,0.76,0.68,0.64,0.53,0.57,0.51,0.62,0.43,0.4,0.65
