,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.23,0.89,0.78,0.8,0.65,0.4,0.38,0.42,0.4,0.36,0.31,0.27,0.31,0.3,0.34
e_1,0.81,1.0,1.04,0.93,0.87,0.83,0.54,0.67,0.48,0.48,0.39,0.44,0.34,0.34,0.51,0.33
c_1,1.13,0.96,1.0,1.05,1.28,0.71,0.47,0.3,0.38,0.31,0.37,0.34,0.36,0.32,0.27,0.3
d_1,1.27,1.06,0.96,1.0,0.84,0.78,0.5,0.48,0.4,0.53,0.48,0.35,0.4,0.38,0.25,0.29
b_1,1.26,1.15,0.79,1.19,1.0,1.14,0.66,0.46,0.43,0.44,0.41,0.42,0.42,0.32,0.31,0.4
a_1,1.54,1.21,1.42,1.29,0.88,1.0,0.79,0.63,0.65,0.64,0.62,0.67,0.47,0.56,0.49,0.38
h_1,2.44,1.87,2.09,2.02,1.54,1.29,1.0,0.88,1.06,0.79,0.89,0.67,0.65,0.66,0.71,0.69
d_0,2.41,1.49,3.43,2.01,2.11,1.67,1.14,1.0,1.23,0.88,1.0,0.84,0.95,0.8,0.81,0.72
g_1,2.45,2.18,2.52,2.54,2.31,1.5,0.95,0.87,1.0,0.81,0.93,1.11,0.73,0.87,0.69,0.67
c_0,2.38,2.21,2.95,1.79,2.1,1.58,1.21,1.12,1.21,1.0,1.5,0.9,1.02,0.89,0.78,0.78
b_0,2.8,2.48,2.78,2.1,2.48,1.59,1.22,1.06,1.04,0.65,1.0,0.95,0.9,1.43,0.91,0.8
f_0,3.2,2.27,2.96,2.84,2.37,1.44,1.5,1.2,0.89,1.14,1.03,1.0,1.13,1.19,1.5,0.58
h_0,4.07,2.99,2.62,2.49,2.41,2.01,1.53,1.1,1.4,1.01,1.16,0.91,1.0,0.92,0.87,1.09
a_0,3.14,3.03,3.08,2.67,3.04,1.86,1.55,1.26,1.11,1.11,0.68,0.92,1.08,1.0,0.98,0.95
e_0,3.32,2.49,4.03,3.71,3.37,1.97,1.46,1.19,1.5,1.35,1.17,0.67,1.16,1.02,1.01,0.83
g_0,2.99,3.16,3.2,3.54,2.59,2.35,1.41,1.28,1.5,1.42,1.24,1.65,0.91,1.04,1.12,1.0
