,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.14,10.5,11.92,9.92,11.36,13.04,2.19,2.01,3.47,1.83,1.94,10.0,1.11,2.14,2.31,2.01
e_1,6.15,1.14,13.06,13.2,12.54,14.8,3.41,2.21,3.71,2.26,1.98,2.58,1.95,2.24,10.29,2.15
d_1,14.46,15.75,1.14,10.54,13.2,10.64,3.14,2.16,1.87,14.66,2.23,2.34,1.67,2.53,2.77,0.95
c_1,11.93,11.76,16.96,1.14,12.24,10.88,3.91,7.67,3.89,1.34,2.62,2.17,2.12,2.22,2.12,1.64
b_1,13.59,14.17,13.83,7.5,1.15,17.12,3.29,3.07,5.01,2.92,10.04,2.27,2.0,3.29,2.37,2.17
a_1,20.09,24.67,19.83,30.43,10.17,1.15,5.37,5.23,6.4,3.9,6.07,4.17,3.09,24.69,6.21,3.08
h_1,28.25,24.16,22.85,37.59,25.51,21.4,1.93,5.61,8.28,7.07,9.2,6.25,9.48,5.64,4.5,3.19
c_0,43.57,29.16,15.67,138.91,37.62,22.63,11.24,2.57,9.23,7.15,7.26,7.05,4.39,6.69,7.2,4.97
g_1,36.16,33.6,33.93,38.96,33.44,29.83,9.56,10.15,1.9,8.71,6.2,7.43,4.01,8.59,6.43,17.4
d_0,45.2,18.77,68.56,41.49,42.39,34.54,12.24,7.42,12.92,2.86,6.73,6.32,4.26,6.27,6.55,5.44
b_0,43.57,33.6,30.19,48.41,100.33,37.15,12.42,4.34,14.36,8.84,2.76,9.32,5.49,8.23,7.66,9.16
f_0,144.64,37.94,30.47,31.63,36.27,49.22,13.42,8.62,7.43,11.34,8.9,2.61,7.19,7.9,9.73,3.48
h_0,53.18,43.02,53.08,61.44,51.02,41.02,43.79,13.53,15.02,12.27,11.27,11.46,17.38,13.62,12.41,10.55
a_0,62.34,51.13,50.63,52.38,77.18,,16.98,10.45,15.02,10.36,4.93,10.58,7.87,2.69,9.47,8.49
e_0,70.9,176.4,47.01,59.17,55.74,65.63,19.81,11.31,17.94,17.17,10.42,5.19,8.87,10.39,2.63,10.55
g_0,82.18,65.33,58.77,63.9,55.74,56.26,13.64,15.68,,12.52,12.0,13.75,6.73,13.17,9.23,19.33
