,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.23,0.88,0.95,0.86,0.59,0.39,0.44,0.44,0.39,0.37,0.35,0.3,0.33,0.32,0.26
e_1,0.82,1.0,0.94,1.07,0.91,0.69,0.49,0.65,0.45,0.39,0.42,0.48,0.36,0.29,0.37,0.37
d_1,1.15,1.05,1.0,0.84,0.95,0.69,0.46,0.45,0.35,0.6,0.4,0.38,0.32,0.35,0.26,0.32
c_1,1.06,0.93,1.19,1.0,1.24,0.67,0.47,0.29,0.48,0.33,0.35,0.41,0.36,0.34,0.29,0.27
b_1,1.17,1.1,1.05,0.81,1.0,1.33,0.59,0.47,0.48,0.49,0.44,0.41,0.34,0.3,0.38,0.32
a_1,1.7,1.42,1.42,1.46,0.75,1.0,0.96,0.6,0.78,0.52,0.72,0.5,0.57,0.47,0.41,0.42
h_1,2.51,2.03,2.15,2.1,1.64,1.11,1.0,0.76,1.07,0.81,0.83,0.73,0.73,0.57,0.73,0.6
d_0,2.24,1.51,2.08,3.41,2.24,1.72,1.3,1.0,0.97,0.81,1.0,0.86,0.75,0.68,0.82,0.82
g_1,2.42,2.22,2.76,2.06,2.04,1.41,0.94,0.99,1.0,1.05,0.94,1.15,0.77,0.81,0.73,0.67
c_0,2.54,2.59,1.75,2.7,1.98,1.88,1.28,1.12,0.97,1.0,1.38,0.98,0.92,0.86,0.79,0.8
b_0,2.54,2.44,2.43,3.01,2.24,1.51,1.23,1.06,1.09,0.77,1.0,0.85,0.93,1.13,0.71,0.77
f_0,2.97,2.04,2.63,2.49,2.47,1.98,1.35,1.11,0.87,1.0,1.18,1.0,0.97,0.96,0.61,1.16
h_0,3.46,2.76,2.99,2.74,2.87,1.78,1.33,1.28,1.29,1.1,1.11,1.01,1.0,0.92,1.08,0.74
a_0,2.93,3.28,3.0,3.08,3.44,2.23,1.81,1.43,1.24,1.09,0.89,1.2,1.03,1.0,1.12,0.89
g_0,3.08,2.71,3.88,3.32,2.72,2.3,1.39,1.31,1.38,1.24,1.32,1.63,0.87,0.89,1.0,0.94
e_0,3.89,2.67,2.92,3.72,3.07,2.59,1.6,1.27,1.46,1.29,1.41,0.88,1.32,1.12,0.98,1.0
