,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.43,1.03,1.02,1.44,1.03,1.09,0.23,0.36,0.24,0.21,0.25,0.38,0.14,0.23,0.22,0.17
e_1,0.67,0.43,1.36,1.31,1.42,1.12,0.29,0.39,0.24,0.25,0.27,0.32,0.19,0.29,0.37,0.17
d_1,1.38,1.52,0.41,1.38,1.0,1.02,0.35,0.21,0.51,0.23,0.24,0.22,0.15,0.19,0.2,0.1
c_1,1.17,0.93,1.68,0.41,1.38,1.08,0.37,0.35,0.15,0.4,0.26,0.27,0.17,0.23,0.21,0.18
b_1,1.54,1.49,1.43,0.69,0.38,1.28,0.41,0.4,0.27,0.43,0.44,0.28,0.21,0.3,0.26,0.24
a_1,2.0,1.75,1.43,1.69,0.85,0.32,0.6,0.5,0.42,0.4,0.53,0.31,0.24,0.59,0.34,0.27
h_1,2.04,2.15,2.14,1.97,1.94,2.0,0.31,0.65,0.49,0.42,0.4,0.41,0.37,0.36,0.39,0.32
g_1,2.65,2.47,2.25,2.52,2.18,2.11,0.55,0.29,0.5,0.44,0.44,0.49,0.26,0.4,0.5,0.3
d_0,2.21,1.4,3.68,2.45,2.96,2.24,0.66,0.82,0.33,0.54,0.47,0.5,0.37,0.5,0.54,0.39
c_0,3.26,3.3,1.32,4.89,2.71,2.11,0.95,0.61,0.84,0.3,0.52,0.44,0.38,0.52,0.57,0.35
b_0,2.75,2.32,2.06,4.25,4.02,2.59,0.81,0.68,0.63,0.27,0.29,0.54,0.38,0.44,0.51,0.35
f_0,4.03,2.52,2.42,2.94,2.98,2.92,0.9,0.47,0.65,0.58,0.56,0.28,0.36,0.42,0.57,0.23
h_0,3.59,2.88,2.85,3.2,2.5,2.46,1.01,0.8,0.67,0.54,0.54,0.56,0.67,0.51,0.53,0.39
a_0,3.5,2.98,3.01,3.32,2.89,3.66,0.89,0.84,0.82,0.59,0.33,0.52,0.39,0.29,0.56,0.41
e_0,5.57,4.2,2.9,3.33,2.78,3.37,0.88,0.61,0.64,0.6,0.6,0.29,0.37,0.55,0.28,0.38
g_0,3.76,3.42,3.2,3.47,3.45,3.19,0.76,1.2,0.86,0.78,0.68,0.68,0.35,0.63,0.61,0.71
