,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.82,1.35,1.06,1.72,1.28,1.1,4.43,5.26,5.36,10.66,6.94,7.22,9.1,6.84,3.36,9.86
f_1,2.31,5.94,1.2,1.41,0.97,0.87,4.93,3.37,4.72,5.5,6.39,2.16,7.72,6.51,5.83,8.33
d_1,1.06,1.4,6.36,0.92,1.48,1.47,4.43,5.52,12.03,2.64,6.78,6.31,11.73,7.35,7.36,7.9
c_1,1.19,1.28,1.26,6.99,2.51,0.97,3.86,4.1,1.87,5.78,4.05,7.57,7.86,6.5,7.66,9.92
b_1,1.04,1.22,1.45,1.23,7.52,2.75,4.97,4.08,5.14,4.94,2.12,7.64,10.19,3.52,6.77,9.3
a_1,1.35,1.49,1.27,1.17,1.15,10.4,5.59,4.87,7.05,6.28,6.38,6.03,10.2,3.49,7.02,10.79
h_1,1.54,2.28,1.49,1.49,1.27,1.53,15.9,8.05,7.94,6.64,7.54,6.5,4.48,8.42,6.45,13.95
g_1,1.16,1.33,2.57,1.76,1.38,1.51,4.98,18.71,7.23,5.91,7.0,12.5,11.68,6.58,7.34,5.65
c_0,1.7,1.63,1.93,0.9,1.08,1.99,6.35,5.06,15.84,7.77,15.81,8.35,12.14,8.83,8.65,11.59
d_0,1.92,1.64,0.62,3.14,1.51,1.14,5.96,5.49,5.9,15.45,9.65,9.26,10.57,6.84,7.83,12.16
b_0,1.52,1.74,1.95,1.61,0.69,1.43,6.55,6.5,8.19,6.71,16.87,9.53,12.1,18.09,8.7,11.92
f_0,1.3,0.97,1.94,1.84,1.6,1.96,6.12,7.1,6.84,7.58,9.07,18.0,12.51,7.87,14.01,9.7
h_0,1.7,2.18,2.13,1.52,1.2,1.44,3.1,7.11,7.59,7.14,8.0,6.73,6.88,5.76,8.18,15.69
a_0,1.63,1.67,1.81,1.4,1.75,0.53,6.4,7.35,7.48,7.85,8.66,8.94,14.19,22.69,7.25,11.62
e_0,0.85,1.64,1.53,2.07,1.61,1.44,7.31,6.08,7.84,9.69,7.61,8.48,11.35,7.76,24.76,11.53
g_0,1.41,1.3,2.49,2.02,1.58,1.54,4.68,3.63,7.87,6.67,9.76,14.62,9.76,9.86,6.76,6.02
