,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.75,1.44,1.82,1.76,3.12,20.18,26.7,29.7,41.95,35.74,40.87,66.26,66.8,94.61,117.77
f_1,1.34,1.0,1.06,1.41,1.71,3.14,17.44,27.5,24.54,27.76,35.64,27.06,48.79,64.37,70.51,103.9
d_1,0.69,0.94,1.0,1.06,1.24,2.86,18.89,15.62,29.39,25.24,28.09,32.65,52.86,62.26,69.47,83.87
c_1,0.55,0.71,0.95,1.0,1.63,2.29,14.53,21.32,16.53,16.33,26.49,26.52,43.29,44.92,69.59,75.37
b_1,0.57,0.58,0.8,0.61,1.0,3.1,12.84,15.51,24.52,22.7,22.16,25.34,45.68,40.3,58.52,58.78
a_1,0.32,0.32,0.35,0.44,0.32,1.0,7.47,7.35,9.63,10.58,14.73,13.08,23.96,27.55,32.16,34.9
h_1,0.05,0.06,0.05,0.07,0.08,0.13,1.0,1.48,1.42,1.32,1.68,2.22,3.38,3.66,3.62,6.99
g_1,0.04,0.04,0.06,0.05,0.06,0.13,0.69,1.0,1.13,1.17,1.54,2.69,2.14,2.27,3.82,3.93
c_0,0.04,0.04,0.03,0.06,0.05,0.11,0.72,0.84,1.0,1.21,1.62,1.47,2.45,2.43,3.38,3.71
d_0,0.02,0.04,0.04,0.06,0.04,0.1,0.72,0.82,0.81,1.0,1.08,1.28,2.29,2.1,2.84,3.79
b_0,0.03,0.03,0.04,0.04,0.05,0.06,0.59,0.64,0.59,0.96,1.0,1.13,1.53,2.73,2.1,2.85
f_0,0.02,0.03,0.03,0.04,0.04,0.07,0.46,0.38,0.67,0.77,0.92,1.0,1.72,1.93,3.7,2.47
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.3,0.46,0.39,0.46,0.67,0.58,1.0,1.31,1.53,1.9
a_0,0.01,0.02,0.02,0.02,0.02,,0.27,0.45,0.41,0.54,0.34,0.54,0.76,1.0,1.42,1.73
e_0,0.01,0.02,0.01,0.01,0.02,0.03,0.27,0.25,0.32,0.35,0.46,0.29,0.71,0.74,1.0,1.07
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.14,0.26,0.26,0.25,0.37,0.41,0.51,0.59,0.96,1.0
