,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,0.86,1.1,0.97,0.69,0.48,0.69,0.46,0.41,0.42,0.41,0.37,0.4,0.39,0.31
f_1,1.3,1.0,0.79,0.92,0.92,0.7,0.39,0.45,0.44,0.41,0.37,0.4,0.27,0.3,0.26,0.34
d_1,1.17,1.26,1.0,0.95,0.76,0.69,0.53,0.46,0.34,0.53,0.42,0.41,0.36,0.31,0.34,0.26
c_1,0.91,1.08,1.05,1.0,1.36,0.69,0.5,0.34,0.53,0.35,0.41,0.41,0.36,0.34,0.33,0.32
b_1,1.04,1.08,1.31,0.73,1.0,1.45,0.56,0.44,0.49,0.56,0.5,0.43,0.36,0.38,0.32,0.35
a_1,1.46,1.42,1.43,1.43,0.69,1.0,0.76,0.59,0.61,0.51,0.57,0.5,0.55,0.43,0.53,0.47
h_1,2.11,2.53,1.99,1.93,1.75,1.31,1.0,0.99,1.01,0.76,0.82,0.72,0.76,0.61,0.63,0.84
d_0,1.46,2.18,2.04,3.0,2.27,1.59,0.99,1.0,1.03,0.68,0.82,0.82,0.89,0.71,0.67,0.82
g_1,2.07,2.34,2.95,1.91,2.03,1.67,0.97,0.96,1.0,1.0,0.85,1.08,0.71,0.84,0.74,0.67
c_0,2.42,2.58,1.83,2.94,1.77,1.92,1.38,1.4,1.04,1.0,1.27,1.01,0.87,0.92,0.78,0.9
b_0,2.42,2.68,2.36,2.66,2.09,1.72,1.26,1.19,1.14,0.75,1.0,0.91,1.08,1.03,0.9,0.9
f_0,2.42,2.43,2.69,2.39,2.36,1.98,1.38,1.31,0.93,0.98,0.98,1.0,1.05,0.86,1.17,0.7
h_0,2.98,3.69,2.79,2.71,2.65,1.86,1.31,1.19,1.43,1.16,0.97,0.93,1.0,0.8,0.8,1.07
a_0,2.54,3.27,3.14,2.92,2.78,2.35,1.78,1.38,1.15,1.06,0.96,1.14,1.24,1.0,0.96,0.88
e_0,2.37,3.93,2.85,3.08,3.1,2.16,1.56,1.43,1.29,1.3,1.05,0.83,1.21,1.04,1.0,1.07
g_0,3.08,3.02,3.81,3.23,2.69,2.32,1.17,1.21,1.46,1.15,1.16,1.41,0.93,1.1,0.94,1.0
