,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.73,0.07,0.06,0.08,0.06,0.08,0.33,0.75,0.19,0.36,0.31,0.33,0.52,0.38,,0.77
f_1,0.13,5.82,0.09,0.1,0.08,0.1,0.25,0.42,0.25,0.32,0.37,,0.49,0.32,0.41,0.37
d_1,0.07,0.08,6.35,0.05,0.08,0.07,0.27,,0.38,0.82,0.39,0.35,0.6,0.25,0.47,0.57
c_1,0.07,0.06,0.09,6.37,0.12,0.08,0.32,0.35,0.33,,0.35,0.48,0.8,0.39,0.28,0.37
b_1,0.08,0.06,0.1,0.07,7.38,0.17,0.26,0.39,0.25,0.32,,0.39,0.56,0.31,0.35,0.56
a_1,0.06,0.08,0.09,0.07,0.1,10.62,0.29,0.46,0.27,0.32,0.43,0.25,0.61,,,0.54
h_1,0.34,0.5,0.21,0.25,0.26,0.19,14.29,1.43,1.15,1.08,1.75,1.33,,2.04,1.34,2.68
d_0,0.4,0.4,,0.65,0.3,0.37,1.47,11.31,1.33,1.96,1.92,1.78,3.41,1.54,2.08,3.5
g_1,0.25,0.23,0.36,0.26,0.33,0.27,1.15,1.43,17.86,1.11,1.07,2.72,2.67,1.32,1.09,
c_0,0.45,0.41,0.36,,0.42,0.3,1.4,1.57,1.4,12.99,3.65,1.97,2.67,1.76,2.5,2.5
b_0,0.48,0.39,0.28,0.37,,0.24,1.3,1.68,1.25,2.07,13.96,1.88,3.52,3.78,1.86,3.49
f_0,0.31,,0.53,0.44,0.33,0.3,1.43,1.59,1.59,2.26,2.27,14.34,2.52,2.12,,3.2
h_0,0.36,0.8,0.53,0.58,0.6,0.44,,2.95,3.23,3.29,2.95,3.33,,2.01,3.3,5.4
a_0,0.37,0.35,0.41,0.35,0.36,,1.66,2.35,1.41,2.28,1.33,1.53,3.87,20.55,,2.27
e_0,,0.45,0.38,0.37,0.4,,2.53,1.8,1.58,1.74,1.51,,3.15,,21.24,2.75
g_0,0.53,0.39,0.87,0.69,0.56,0.37,2.68,2.65,,2.93,2.79,5.05,3.45,2.1,2.01,
