,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,100.56,48.82,55.31,97.35,103.15,370.29,10832.94,11757.48,24976.73,16862.56,28237.23,31958.31,73318.59,94090.73,62345.14,173026.69
f_1,66.73,103.94,64.54,74.16,99.88,427.34,9108.94,13343.76,13146.17,13001.62,26054.76,14825.55,59795.42,60408.2,68823.77,164180.16
d_1,42.99,47.71,127.12,64.32,95.77,450.61,8668.65,11904.57,9244.59,24544.4,28045.19,29372.62,64001.21,57894.67,101253.06,140085.13
c_1,34.8,42.62,51.52,152.67,156.03,359.54,8126.35,10609.24,10860.09,7077.17,16728.1,26672.48,55890.16,58862.88,85842.03,127830.2
b_1,36.83,37.5,51.72,50.67,203.57,569.62,7129.97,9119.6,10905.44,12606.95,14445.02,25225.54,53020.76,40308.08,57142.02,118532.13
a_1,23.46,24.95,31.97,34.67,39.19,647.46,6168.15,6101.51,7701.86,8688.35,14433.31,20386.29,36565.4,24603.99,54976.93,78329.4
h_1,9.57,15.05,16.28,17.47,24.63,83.23,4130.03,3448.25,3007.23,3406.68,6015.32,6702.51,9768.21,12157.63,19224.2,46770.74
g_1,8.49,9.11,18.93,16.68,22.98,85.02,2116.0,4825.44,3317.38,3614.56,7063.09,9829.57,14613.43,15002.27,20471.97,37041.65
d_0,7.68,11.34,7.61,27.52,24.43,77.4,2739.65,2609.46,4652.43,2145.48,4953.09,7225.37,14656.41,17080.35,19796.81,38276.03
c_0,9.75,12.63,10.57,16.14,17.29,77.21,2493.8,2831.53,3912.33,4723.9,9161.11,7490.23,13623.17,20271.48,19790.56,42948.2
b_0,8.68,9.01,10.69,16.15,13.16,70.13,1954.81,2048.16,3020.21,2205.51,7048.64,5194.12,12049.01,22536.21,15546.59,35248.57
f_0,6.5,8.26,10.9,13.76,19.44,61.42,1641.71,1777.16,2565.71,2586.22,4863.2,8542.66,13001.48,12789.86,31258.76,26821.02
h_0,5.73,8.19,9.19,11.0,14.89,58.66,1308.6,1708.37,1967.94,2276.92,3566.1,4489.6,6819.36,10785.91,12731.01,34686.28
a_0,4.97,7.49,7.98,11.87,16.27,35.08,1621.05,1522.22,1794.82,1623.07,3106.95,3567.9,8609.72,15955.45,12959.11,20003.09
e_0,3.72,6.58,7.87,9.94,14.28,46.26,1267.73,1484.25,1993.58,2003.97,3405.13,3291.78,8680.4,7252.49,19683.25,23408.54
g_0,3.95,4.02,9.58,8.3,10.78,44.7,1045.79,978.57,1285.42,1484.44,2074.06,4818.88,6092.03,7381.36,9551.96,15021.43
