,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,103.91,56.52,39.49,48.07,71.0,219.54,3229.71,11293.02,10118.82,9277.55,21579.01,13861.49,46735.58,60309.35,93748.79,84054.26
e_1,27.6,108.04,36.57,61.19,71.15,207.0,4345.45,17487.16,10873.44,12963.87,20023.17,29329.93,51914.26,56695.74,95679.99,38775.34
d_1,34.71,31.45,125.97,36.05,71.21,253.13,3475.95,6261.27,7978.77,18565.67,21352.3,24779.95,64589.49,42600.05,74170.15,65540.77
c_1,29.91,25.75,37.21,142.53,104.84,230.95,2936.66,8332.11,10810.5,3914.12,14736.85,28409.34,61314.49,53190.26,71413.36,75781.83
b_1,24.43,24.41,33.55,35.68,206.62,304.92,2993.25,8597.81,8835.7,8941.17,6466.32,20099.64,39429.88,30960.98,73908.94,60375.38
a_1,17.94,18.86,22.75,25.47,28.37,550.71,2288.63,6633.74,5832.1,6877.36,12800.03,13665.77,35669.83,12004.09,36923.1,38619.3
h_1,15.32,9.3,14.66,18.47,21.94,68.67,2474.55,3895.59,4067.23,4016.29,6924.52,7119.23,14573.43,18596.09,37487.33,25293.87
d_0,9.0,8.42,5.12,20.37,15.35,50.7,1008.89,4716.62,2220.29,2966.28,4332.22,7135.93,15588.36,12986.68,24723.88,19218.17
g_1,8.86,6.64,15.42,9.31,15.23,58.5,872.2,2459.68,5686.09,2786.74,5863.69,10224.68,12126.45,11738.7,11523.8,16100.37
c_0,9.83,8.91,10.06,8.67,15.24,56.21,953.94,2686.71,2252.93,5044.27,9029.3,7679.19,13584.82,18767.67,21563.07,19787.18
b_0,6.77,7.78,7.63,10.52,9.86,37.7,934.26,3020.91,2114.11,2580.47,7581.39,6548.99,11410.72,21143.91,18080.14,14672.9
f_0,4.05,5.96,9.06,8.35,16.31,40.48,910.54,2442.32,1693.91,2556.42,4547.94,9109.42,11243.96,11743.79,14722.61,22352.52
h_0,7.0,5.1,6.13,7.4,12.74,29.92,279.31,1394.37,1977.98,1699.75,3666.02,4529.22,4895.7,8139.96,17018.29,9829.27
a_0,4.92,5.05,6.85,7.44,11.89,25.86,520.59,1971.61,1782.0,1838.24,2901.08,4536.7,9430.31,16680.88,13646.89,12399.23
g_0,3.35,3.99,7.6,7.86,9.49,38.92,386.92,1310.72,979.46,1644.43,3181.94,4842.29,7456.76,7142.24,7933.44,10352.91
e_0,4.72,2.2,6.27,5.69,10.96,33.09,627.37,1437.31,1515.12,1526.24,3661.1,3535.53,8043.9,7905.99,9602.01,22325.29
