,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,a_0,h_0,g_0,e_0
e_1,8621.74,3948.05,4666.11,9565.73,19359.22,59830.34,3701591.68,27367436.8,16188204.13,23338653.03,41415482.52,35676007.91,115271416.29,218743276.91,287984209.38,176970340.02
f_1,5484.01,9113.18,5253.96,7520.28,18378.48,47851.86,3956719.93,14993600.44,15379202.69,26744549.06,33903715.19,20177915.46,103367512.06,190711181.57,217085117.4,160350379.64
d_1,3363.36,3862.15,16766.9,5724.77,19125.36,54198.2,4324540.94,10248194.6,14154589.66,48894433.48,45494366.5,40789867.07,127405754.39,220810717.52,314114178.68,269044474.23
c_1,3057.72,3389.18,5655.99,23226.48,39676.77,58829.74,3970135.39,12856331.47,15514505.14,14829745.72,27637605.88,33720270.95,92181594.95,164048915.69,203671125.63,234573452.17
b_1,2893.62,3131.41,6141.2,7352.08,82346.25,123592.1,4044863.35,12643768.87,15355105.15,23717699.5,21947383.61,40654125.09,86645812.12,199172467.87,255023001.68,248718041.37
a_1,3444.22,3782.41,6198.32,7981.65,18091.43,287223.48,4623473.48,14785857.49,15915080.19,28666622.61,38500918.71,40744307.26,58728100.92,207374433.22,344746139.81,219848983.0
h_1,3613.77,5224.78,7124.27,7545.68,22349.76,54858.33,8111859.45,14056613.19,20515313.0,27831512.05,36632535.34,36618502.62,116250336.2,161290571.09,353786793.36,283096466.72
d_0,3253.22,4046.03,4413.02,15472.89,24270.98,57947.7,4179093.73,25677437.76,17343890.44,17996708.83,38902375.46,39610961.11,121864153.43,204584258.23,278915634.77,257824350.73
g_1,3238.87,2933.66,10029.1,8385.39,21918.09,58887.02,4362222.29,13796108.36,43754937.86,29223972.4,44847557.24,69333429.49,134648846.8,183816300.56,226047710.85,325901910.32
c_0,4226.03,3876.66,6458.62,7443.46,17107.17,57957.06,4498257.76,19670025.13,16780660.3,46902998.72,75606876.6,46139426.1,154024438.5,231841315.29,383437342.16,262294991.87
b_0,3569.48,4508.63,6962.53,10242.18,16789.03,37961.2,4420119.57,18428340.35,18132676.95,25521992.09,73018533.08,47161378.45,246260939.64,206790308.86,302038743.1,273253740.05
f_0,3220.71,3180.18,7852.85,9251.3,22521.94,63302.11,4340705.41,16626808.25,17678306.07,27942868.21,46485240.59,79350612.02,139152567.97,244085800.78,370936749.91,597455784.63
a_0,3451.17,4067.03,7706.76,10639.27,24529.39,35082.33,4592898.43,17866620.88,19112451.01,25404408.26,40560865.57,42386492.86,270241861.59,217393763.1,293225383.49,315418629.14
h_0,3753.43,5074.18,6843.71,8464.24,17951.4,71851.53,3703333.93,18193825.34,24610228.07,25373409.07,39851900.47,38681623.21,125885448.46,144007471.8,412885473.95,240130617.79
g_0,3242.87,3691.05,9817.14,8589.65,21023.61,52138.91,4561366.14,15371921.73,11370250.99,27883801.52,46215463.45,61091872.35,152418583.46,216738084.86,251317160.04,308568201.52
e_0,2394.39,5080.82,7144.51,9093.9,27058.49,57945.07,4568280.0,16304573.17,18271964.27,29052117.23,43505632.91,41287516.33,128327140.98,247997969.75,304974984.19,548436121.56
