,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10124.0,173.61,249.76,225.48,378.08,1351.79,191873.27,991746.66,482719.06,830118.13,1287994.84,2066689.16,5607133.82,5819346.85,,9416384.33
f_1,211.94,12606.19,177.66,247.35,471.46,1709.64,264612.21,651771.17,609400.32,867284.09,1001421.99,,5532721.59,5450935.87,3335717.59,12865042.47
c_1,101.93,227.51,16982.45,168.77,838.48,1656.74,280847.07,656284.68,579879.88,,763932.51,1819874.74,5872172.78,5117826.63,5991404.09,10843165.34
d_1,110.25,146.1,113.29,18025.85,424.22,1197.43,266957.26,,699601.08,2145088.09,907433.92,2250690.43,6466149.23,6304343.31,4409100.56,11378222.91
b_1,141.1,129.15,243.52,221.41,38978.77,3632.95,251220.43,628305.41,553022.73,790455.98,,1830478.23,6525726.77,3941014.13,5788118.78,11380531.81
a_1,129.92,132.32,287.11,157.53,386.27,227191.6,300276.33,715233.16,562084.75,796713.59,1171904.72,1925185.18,5803577.12,,6405895.09,10121139.96
h_1,421.68,974.85,908.95,857.05,1390.73,7774.87,14148734.81,1900030.11,2771357.9,2987977.93,3842561.68,3754490.54,,15254839.56,26838837.16,60226869.36
d_0,837.25,716.53,1813.07,,2080.56,6655.82,2111751.46,20333838.61,1992296.82,3322274.68,6263651.67,10369463.19,35141525.66,12146950.61,25678897.8,31888136.88
g_1,620.85,659.2,612.28,1071.65,1194.43,6148.07,928510.72,2395937.96,37078857.42,3188172.45,4141427.58,10505353.33,17945748.62,15028400.54,22637975.69,
c_0,973.89,927.07,,1086.72,1542.98,11144.21,1525843.95,3180128.82,2544627.47,30612517.41,6676811.36,8788792.33,28150193.92,30223027.72,20714487.56,52365322.82
b_0,771.2,590.77,1060.87,1477.0,,4882.39,1484300.44,3592503.62,2384088.97,4080233.01,37933888.31,12134779.25,21377000.05,33800697.81,32175803.01,58744854.54
f_0,592.31,,878.43,810.27,2454.33,8692.78,1544501.27,3563908.32,4047594.57,5062205.42,3875019.96,72083516.02,30224418.73,30286655.15,52954329.1,57265002.15
h_0,962.43,1916.89,1475.23,1760.48,2856.72,7406.61,,3746769.96,6107105.93,7856202.49,7795628.39,13183188.49,,27853542.35,40482027.12,122534855.41
a_0,867.82,540.14,921.45,1440.44,2003.48,,840518.9,3649562.78,2202704.4,5968855.71,4373784.91,6102119.43,34114690.45,234410999.98,,76020450.09
e_0,,787.38,1312.92,1071.31,1274.83,10141.14,2115017.06,2888045.76,2293537.57,4302688.22,4838781.37,9241822.86,38481605.29,,298727926.66,68830707.84
g_0,716.17,1215.7,1691.86,2257.82,2505.12,8037.58,1261168.56,4107028.86,,5683650.05,10766942.65,19976753.59,67184083.97,32974249.3,45402068.24,
