,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.42,1.09,1.58,1.01,1.26,1.18,2.33,4.22,2.78,2.42,2.94,3.02,3.69,2.54,2.15,3.38
f_1,1.92,2.45,1.15,1.17,1.03,1.09,2.16,2.6,2.35,2.06,2.55,1.65,2.77,2.65,2.42,2.92
c_1,1.01,1.24,2.52,1.37,2.0,1.07,2.39,2.16,1.55,2.25,1.95,2.46,3.53,2.65,2.78,3.28
d_1,1.22,1.36,0.99,2.56,1.17,1.12,2.44,2.07,3.96,2.39,3.4,3.1,3.48,3.21,2.87,3.25
b_1,1.05,1.4,1.06,1.16,2.82,2.29,2.33,2.46,2.63,2.26,1.28,2.44,3.1,2.23,2.96,3.36
a_1,1.2,1.47,1.4,1.34,0.94,3.21,2.5,2.83,2.89,2.46,3.04,2.66,3.6,1.82,2.74,3.42
h_1,1.22,1.73,1.3,1.41,1.27,1.27,4.17,2.64,3.01,3.29,2.58,2.84,2.6,2.93,3.49,4.49
d_0,1.14,1.32,2.28,0.98,1.33,1.28,2.69,3.84,2.3,2.57,3.27,3.1,3.81,3.13,3.0,3.73
c_0,1.46,1.45,1.21,1.49,1.02,1.35,2.46,3.39,4.04,2.66,5.02,3.04,3.58,3.34,3.15,4.02
g_1,1.15,1.11,1.34,1.83,1.38,1.36,2.42,2.82,2.9,4.66,2.86,4.58,3.21,3.15,3.44,3.07
b_0,1.48,1.31,1.68,1.39,1.1,1.12,2.89,3.22,2.49,2.64,4.28,3.02,3.95,5.02,3.0,4.16
f_0,1.15,1.14,1.55,1.32,1.54,1.61,3.05,3.05,3.04,2.48,2.95,4.55,3.75,3.21,4.82,3.6
h_0,1.2,1.72,1.36,1.37,1.4,1.17,2.31,3.16,3.07,3.1,2.93,2.72,3.0,3.0,3.07,4.29
a_0,1.52,1.29,1.36,1.4,1.38,1.14,2.81,3.32,3.12,2.96,2.53,3.8,3.98,4.98,2.87,4.18
e_0,1.01,1.62,1.29,1.51,1.32,1.37,2.89,3.06,3.04,2.92,3.19,2.86,3.68,4.09,4.99,3.1
g_0,1.22,1.24,1.35,2.03,1.26,1.11,2.66,2.45,2.88,2.02,2.68,4.05,3.62,3.05,3.64,3.22
