,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.06,1.47,2.47,2.41,2.18,2.02,0.94,0.81,0.74,0.88,0.71,0.76,0.59,0.58,0.96,0.62
f_1,2.51,1.06,2.36,1.69,2.42,1.77,0.76,0.83,0.69,0.97,0.7,1.0,0.55,0.41,0.56,0.56
c_1,2.05,2.39,1.06,2.8,2.51,1.92,1.06,0.42,0.97,0.9,0.71,0.62,0.57,0.49,0.52,0.5
d_1,2.87,3.27,2.27,1.06,2.29,1.84,0.79,1.16,0.8,0.57,0.62,0.62,0.7,0.53,0.55,0.34
b_1,2.78,2.86,1.64,2.69,1.07,2.99,1.02,0.91,0.83,1.04,1.14,0.86,0.74,0.65,0.56,0.61
a_1,3.82,3.99,4.69,3.97,1.99,1.07,1.35,1.13,0.94,1.44,0.97,1.34,3.58,0.9,1.0,0.72
h_1,5.99,6.83,5.53,5.43,5.09,4.57,1.35,2.01,1.82,2.24,1.68,1.55,1.58,1.76,1.57,1.53
d_0,4.24,6.51,8.68,9.98,5.79,6.66,2.75,1.54,2.03,2.7,2.09,1.81,1.65,1.73,1.75,1.51
c_0,7.24,6.81,12.19,4.42,6.89,6.74,2.66,2.61,1.53,2.52,2.6,1.95,1.91,1.84,2.25,1.4
g_1,7.31,7.61,6.52,7.22,7.28,6.04,2.04,2.42,1.83,1.35,1.99,2.16,1.56,1.33,2.0,1.88
b_0,7.16,7.73,8.97,7.63,11.56,6.74,2.89,2.23,1.47,2.75,1.52,1.84,2.6,1.56,2.06,1.47
f_0,6.72,14.02,8.47,8.14,7.8,6.29,3.32,2.67,2.17,2.07,2.74,1.48,2.2,1.68,2.53,1.27
a_0,9.07,10.77,10.46,10.39,11.71,9.16,3.7,3.23,2.96,3.92,1.69,2.62,1.58,2.36,2.48,2.41
h_0,9.62,10.88,10.6,10.51,10.53,7.65,4.66,2.94,2.84,3.74,3.22,2.94,2.6,2.75,2.44,2.04
e_0,13.5,14.89,11.56,13.21,13.03,7.51,4.14,3.73,3.2,4.21,3.38,1.85,2.99,2.54,1.61,2.4
g_0,11.07,12.06,12.58,14.47,10.76,9.42,3.23,4.03,3.52,5.76,3.34,3.8,3.02,2.32,3.15,3.4
