,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.27,0.93,0.44,0.53,0.4,0.28,0.83,0.75,0.8,0.84,0.92,0.35,1.08,0.75,0.63,0.84
e_1,0.54,2.28,0.46,0.49,0.45,0.32,1.08,0.74,1.85,1.02,1.03,1.09,1.42,0.83,0.39,1.1
d_1,0.49,0.46,2.38,0.39,0.43,0.37,0.82,0.92,0.41,1.88,1.14,1.04,1.37,0.96,0.98,1.28
c_1,0.6,0.52,0.41,2.43,0.84,0.25,0.69,0.72,0.86,0.25,0.56,0.87,1.14,0.8,0.72,0.88
b_1,0.48,0.41,0.48,0.48,2.63,0.84,1.15,0.72,1.11,0.91,0.36,0.89,0.89,0.62,0.71,1.01
a_1,0.61,0.45,0.47,0.57,0.32,3.14,0.97,0.77,1.0,0.93,0.95,0.87,1.03,0.38,0.89,0.96
h_1,0.91,0.53,0.65,0.43,0.47,0.4,2.92,1.55,1.31,1.19,1.19,1.05,0.86,0.83,0.93,1.73
g_1,0.57,0.5,0.98,0.56,0.44,0.39,0.96,3.17,0.92,1.21,1.31,1.61,1.47,0.92,0.95,0.85
d_0,0.66,0.55,0.27,1.23,0.58,0.4,1.04,1.01,2.5,0.94,1.15,1.04,1.56,1.04,1.18,1.53
c_0,0.63,0.49,0.75,0.36,0.4,0.34,1.21,1.34,1.27,2.75,2.74,1.22,2.13,1.34,1.1,1.65
b_0,0.72,0.62,0.72,0.58,0.19,0.29,1.16,1.23,1.3,1.28,2.81,1.15,1.75,2.29,1.08,1.36
f_0,0.39,0.46,0.81,0.67,0.43,0.46,1.09,1.0,1.58,1.24,1.35,2.91,1.78,1.22,2.05,1.7
h_0,0.88,0.59,0.74,0.63,0.46,0.36,0.6,1.33,1.33,1.18,1.26,0.94,0.83,1.23,0.89,1.77
a_0,0.67,0.61,0.73,0.61,0.49,0.22,1.2,1.23,1.25,1.02,1.34,1.38,1.94,2.9,1.37,1.69
e_0,0.77,0.32,0.59,0.67,0.49,0.44,1.03,1.1,1.37,1.56,1.46,1.16,2.06,1.36,3.23,1.7
g_0,0.54,0.53,1.09,0.64,0.48,0.44,0.93,0.69,1.2,1.25,1.17,2.17,1.43,1.22,1.19,0.82
