,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,0.97,1.38,0.96,1.15,1.0,0.89,0.94,0.87,0.94,1.0,,0.91,0.96,0.87,1.02
d_1,1.03,1.0,1.11,0.82,0.93,1.0,1.31,0.81,1.31,,1.09,1.02,0.93,0.98,1.04,0.67
e_1,0.73,0.9,1.0,1.14,0.94,,0.91,1.02,1.05,1.42,0.87,1.27,0.99,0.89,,0.98
c_1,1.05,1.22,0.88,1.0,1.36,0.74,0.98,0.93,,0.72,1.13,0.94,1.15,0.85,0.97,1.14
b_1,0.87,1.08,1.06,0.74,1.0,1.3,1.12,0.93,1.02,0.96,,0.84,0.97,1.22,1.2,1.19
a_1,1.0,1.0,,1.36,0.77,1.0,1.16,0.97,1.24,0.71,0.91,1.29,1.21,,0.93,
h_1,1.12,0.77,1.1,1.02,0.89,0.86,1.0,1.39,1.06,0.81,0.78,1.36,,1.03,0.83,1.43
g_1,1.06,1.24,0.98,1.07,1.07,1.03,0.72,1.0,0.89,1.09,0.96,1.23,0.84,0.91,0.87,
c_0,1.15,0.76,0.95,,0.98,0.81,0.94,1.12,1.0,1.13,1.18,1.24,1.12,0.92,0.85,0.95
d_0,1.06,,0.7,1.39,1.04,1.41,1.23,0.92,0.88,1.0,1.28,0.86,0.89,1.15,0.71,0.95
b_0,1.0,0.92,1.15,0.88,,1.1,1.28,1.04,0.85,0.78,1.0,0.8,1.23,1.76,0.87,0.82
f_0,,0.99,0.78,1.07,1.19,0.77,0.73,0.81,0.81,1.16,1.25,1.0,1.1,1.12,1.95,0.85
h_0,1.1,1.08,1.01,0.87,1.03,0.82,,1.19,0.89,1.12,0.81,0.91,,0.76,0.97,1.41
a_0,1.04,1.02,1.12,1.18,0.82,,0.97,1.1,1.09,0.87,0.57,0.89,1.32,1.0,,1.04
e_0,1.15,0.96,,1.03,0.84,1.07,1.21,1.15,1.18,1.41,1.15,0.51,1.03,,1.0,0.91
g_0,0.98,1.49,1.02,0.88,0.84,,0.7,,1.05,1.05,1.22,1.18,0.71,0.97,1.1,
