,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,5.63,0.07,0.06,0.07,0.08,0.09,0.28,0.24,0.69,0.35,0.4,0.3,0.55,0.38,,0.66
f_1,0.16,5.66,0.08,0.09,0.06,0.07,0.34,0.26,0.37,0.28,,0.38,0.57,0.31,0.21,0.51
d_1,0.07,0.06,6.61,0.08,0.08,0.08,0.32,0.23,,0.96,0.34,0.34,0.59,0.42,0.33,0.41
c_1,0.07,0.09,0.05,6.72,0.13,0.06,0.31,0.23,0.47,,0.36,0.33,0.65,,0.44,0.49
b_1,0.07,0.08,0.08,0.08,7.32,0.14,0.28,0.35,0.3,0.42,0.44,,0.58,0.29,0.32,0.61
a_1,0.09,0.1,0.06,0.04,0.05,10.59,0.23,0.24,0.28,0.5,,0.37,0.81,,0.4,0.73
h_1,0.28,0.39,0.33,0.23,0.37,0.26,13.39,1.63,1.35,1.19,1.15,1.47,,1.63,1.16,2.64
g_1,0.2,0.31,0.52,0.26,0.18,0.29,1.21,16.95,1.07,1.23,2.51,1.44,1.86,1.34,1.1,
d_0,0.36,0.32,,0.66,0.52,0.3,1.42,1.26,12.25,1.25,1.48,2.31,3.07,2.0,2.61,2.06
c_0,0.33,0.45,0.29,,0.2,0.56,1.81,1.68,1.76,13.4,1.98,3.64,2.17,1.88,1.71,2.6
f_0,0.28,,0.46,0.4,0.32,,1.38,1.46,1.84,2.04,14.29,1.68,4.81,1.53,4.02,2.22
b_0,0.34,0.51,0.36,0.37,,0.26,1.8,1.32,2.19,1.47,1.24,13.86,2.81,3.8,1.49,3.92
h_0,0.58,0.69,0.56,0.53,0.73,0.5,,2.79,2.99,2.53,2.55,3.19,,2.75,3.55,4.91
a_0,0.43,0.34,0.42,,0.36,,1.55,1.16,1.54,1.67,2.72,1.68,4.05,21.05,,3.21
e_0,,0.39,0.41,0.46,0.43,0.49,1.59,1.83,2.05,1.93,1.45,1.49,2.52,,21.04,4.07
g_0,0.46,0.41,0.91,0.69,0.53,0.4,1.76,,2.16,3.19,4.93,3.42,3.43,2.08,3.68,
