,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,112.47,51.5,96.95,71.25,92.12,249.78,9171.77,12531.33,14705.37,16788.93,24016.47,15286.36,61572.37,54862.76,51077.95,150625.94
d_1,57.06,113.01,59.98,58.98,92.1,314.54,12308.74,13276.05,26409.94,13209.36,29467.23,32154.03,67973.19,66131.55,81347.55,120110.4
e_1,47.43,44.51,129.48,78.16,90.05,293.25,10282.03,14136.04,15390.21,27001.67,22886.42,32435.81,76143.03,60592.97,62428.54,146668.09
c_1,47.86,48.11,50.91,145.46,143.09,221.43,9382.1,11598.9,7617.34,12273.27,18028.13,24348.03,62663.82,47510.16,59699.08,128478.34
b_1,41.03,43.43,47.28,48.6,187.77,441.9,8084.3,10236.26,11977.62,13669.26,12691.93,21715.85,59419.19,48385.79,68374.14,145637.23
a_1,32.02,29.16,26.72,44.45,47.3,496.55,7111.59,8111.49,10089.59,7800.2,15040.0,17664.1,49394.38,22991.71,45748.11,88054.52
h_1,14.97,10.97,14.05,18.42,15.21,64.34,4369.66,3854.89,3789.0,3589.74,6674.8,6433.35,13998.61,14275.46,16459.42,49061.77
g_1,9.82,16.03,10.34,15.85,20.92,60.75,1892.42,5449.94,3547.0,3549.36,5348.58,8128.47,11893.97,12577.23,15840.24,24372.84
c_0,12.99,10.99,12.68,14.68,14.82,55.48,2238.32,3152.4,5144.04,3964.4,8428.61,6707.53,16262.67,13547.3,15748.41,33327.48
d_0,10.71,7.63,10.84,24.36,18.11,64.86,2299.81,2796.25,2686.45,5211.54,6306.06,6217.24,13451.48,13265.18,14841.36,28725.24
b_0,10.81,10.84,11.53,14.93,10.61,43.35,1821.2,2701.89,2833.45,2723.76,7081.18,5196.04,15334.67,19500.24,13068.85,26577.84
f_0,7.65,9.63,8.61,15.65,15.39,48.81,1820.38,2318.23,2897.06,3570.81,4767.42,7565.8,13919.27,11717.08,26338.49,23823.32
h_0,9.59,8.61,8.15,8.79,12.07,36.36,867.86,2679.43,2498.13,2443.15,3017.78,3547.82,7937.57,7666.44,10175.34,25857.38
a_0,7.71,7.44,8.6,12.49,11.17,30.24,1289.64,1913.17,2441.43,2424.88,2783.69,3622.92,10611.11,14402.41,11352.07,22464.55
e_0,8.65,7.01,5.91,8.84,10.54,41.42,1542.99,2054.75,2366.01,2351.92,3996.63,2726.96,10118.83,9421.07,16593.24,18375.58
g_0,5.35,8.52,5.79,7.42,9.13,30.21,973.67,1355.79,1670.3,1646.01,2830.41,4539.36,7201.03,5873.19,9434.62,12375.33
