,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.34,1.0,0.9,0.95,1.02,0.81,0.98,1.02,0.96,0.89,1.12,0.87,0.89,0.93,1.08
e_1,0.75,1.0,0.93,1.13,1.03,0.92,1.1,0.92,1.39,1.03,1.04,1.35,1.09,0.99,1.1,1.11
d_1,1.0,1.07,1.0,0.96,1.05,0.88,1.02,0.76,0.88,1.38,1.04,0.97,1.09,1.16,1.05,0.81
c_1,1.11,0.89,1.04,1.0,1.28,0.81,1.18,1.05,0.67,0.55,0.99,0.97,1.05,1.0,1.01,0.96
b_1,1.05,0.97,0.96,0.78,1.0,1.57,0.94,1.36,0.89,1.01,1.2,0.94,1.09,0.8,1.06,0.94
a_1,0.98,1.09,1.14,1.23,0.64,1.0,1.11,0.81,1.1,1.18,1.0,0.87,1.07,1.0,1.15,1.19
h_1,1.24,0.89,0.95,0.84,1.08,0.86,1.0,1.21,0.89,0.93,0.94,0.8,0.84,0.95,0.91,1.38
g_1,1.07,1.05,1.28,0.95,0.75,1.17,0.84,1.0,0.89,0.92,0.89,1.15,0.77,0.83,0.97,0.73
d_0,1.01,0.68,1.13,1.54,1.2,0.85,1.14,1.11,1.0,0.83,1.13,0.88,1.0,1.02,0.82,1.12
c_0,1.07,0.94,0.73,1.68,0.98,0.89,1.14,1.09,1.24,1.0,1.41,1.08,1.09,1.14,1.0,1.01
b_0,1.11,0.94,0.95,1.06,0.82,0.97,1.08,1.19,0.87,0.73,1.0,1.02,0.94,1.37,0.79,1.04
f_0,0.93,0.76,0.98,1.08,1.05,1.22,1.22,0.87,1.14,1.01,1.01,1.0,1.09,1.19,1.35,0.81
h_0,1.21,0.84,0.99,1.0,0.93,0.88,1.16,1.29,1.0,0.87,1.02,0.94,1.0,1.0,0.96,1.03
a_0,1.13,1.0,0.89,1.04,1.28,,0.98,1.22,0.92,0.83,0.71,0.88,1.01,1.0,0.86,0.94
e_0,1.15,0.86,0.96,1.0,0.88,0.87,1.09,1.08,1.15,1.02,1.1,0.75,1.06,1.15,1.0,1.19
g_0,0.96,0.84,1.27,1.08,1.05,0.77,0.73,1.31,0.93,0.96,0.93,1.19,0.95,1.0,0.87,1.0
