,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,1.09,1.54,2.41,2.44,2.5,2.17,0.64,0.64,0.51,0.49,0.56,0.59,0.35,0.68,0.39,0.5
f_1,2.26,1.09,2.15,2.27,2.32,2.01,0.51,0.71,0.48,0.49,0.62,0.51,0.29,0.42,0.4,0.42
d_1,2.84,2.72,1.08,2.87,2.37,2.04,0.69,0.47,0.74,0.46,0.53,0.49,0.32,0.46,0.26,0.44
c_1,2.15,2.82,3.11,1.09,2.72,2.66,0.76,0.78,0.33,0.73,0.47,0.57,0.39,0.53,0.37,0.53
b_1,3.02,3.67,3.75,1.86,1.11,3.09,1.11,1.21,0.63,0.89,0.66,0.86,0.52,0.67,0.47,0.62
a_1,4.89,4.74,4.6,3.63,2.22,1.12,1.26,1.16,0.94,0.92,0.98,1.16,0.61,0.76,0.61,1.23
h_1,9.44,9.64,9.25,8.9,7.91,8.11,1.52,2.56,2.02,2.04,1.89,1.96,1.83,1.68,1.23,1.69
g_1,11.93,11.99,11.5,12.13,11.64,9.14,2.68,1.59,2.66,2.43,2.84,2.56,1.41,2.18,2.19,2.45
d_0,7.97,11.72,16.63,12.47,12.76,12.35,3.77,3.48,1.89,2.6,2.66,3.01,1.66,3.4,2.18,2.6
c_0,13.03,12.88,7.58,20.01,12.06,10.12,3.86,3.11,3.87,1.76,2.67,2.56,1.82,2.21,1.6,2.79
f_0,12.5,18.59,13.33,13.96,12.7,13.05,4.13,2.55,2.79,2.55,1.81,2.74,1.89,2.74,1.34,2.56
b_0,13.76,14.02,10.66,19.16,18.87,14.02,3.99,3.5,3.51,1.68,2.59,1.71,2.03,2.74,2.06,2.54
h_0,17.09,17.78,16.79,17.55,17.38,15.04,6.16,5.96,3.74,3.82,3.69,3.63,2.99,3.25,2.58,3.19
e_0,24.49,27.4,18.46,20.95,15.45,18.53,5.24,5.02,4.48,3.67,2.35,3.58,3.05,2.01,2.11,3.86
g_0,19.86,24.62,20.99,21.37,21.14,18.69,5.08,6.75,4.61,4.68,4.34,4.54,2.42,3.92,3.63,4.08
a_0,20.76,20.7,21.26,23.45,27.24,33.47,6.6,5.86,4.45,3.33,4.99,2.42,3.03,4.68,3.32,2.14
