,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,2.4,1.01,1.08,1.37,1.11,1.05,2.15,2.24,2.23,4.13,2.72,2.95,2.76,3.1,1.91,2.98
f_1,1.62,2.41,1.1,1.19,1.11,1.02,1.91,1.91,2.11,2.23,2.33,1.33,2.43,2.56,1.69,2.71
d_1,1.12,1.27,2.46,0.89,1.14,1.17,2.35,2.15,3.83,1.47,2.83,2.64,2.46,3.1,2.68,3.03
c_1,1.07,1.06,1.23,2.67,1.88,1.04,2.07,1.9,1.02,2.08,2.4,2.36,2.28,2.69,2.46,3.27
b_1,1.15,1.15,1.22,0.86,2.8,2.03,2.26,2.19,2.26,2.24,1.2,2.49,1.82,3.27,2.67,2.92
a_1,1.17,1.24,1.06,1.27,0.9,3.33,2.4,2.34,3.04,2.53,2.63,2.81,1.99,3.6,2.31,3.51
h_1,1.1,1.65,1.27,1.3,0.96,1.18,3.86,3.19,2.79,2.52,2.48,2.75,2.87,2.22,2.83,3.62
g_1,1.22,1.16,1.69,1.39,1.07,1.12,2.03,4.15,2.71,2.75,2.44,3.69,2.41,3.3,3.55,2.58
c_0,1.23,1.49,1.22,1.17,1.22,0.94,2.39,2.65,4.02,2.98,4.53,3.32,2.99,3.68,3.36,3.46
d_0,1.09,1.16,0.86,2.35,1.21,1.0,2.26,2.52,2.09,4.01,2.94,2.99,2.71,3.8,2.86,3.71
b_0,1.19,1.41,1.34,1.39,0.89,0.86,2.91,2.76,2.24,2.31,4.18,2.65,5.44,4.1,3.14,3.7
f_0,1.03,1.08,1.32,1.35,1.26,1.19,2.63,2.25,2.82,2.83,3.47,4.28,3.28,4.27,6.25,3.51
a_0,1.21,1.39,1.36,1.31,1.39,0.84,2.53,2.64,2.85,2.57,2.21,3.01,4.65,3.86,3.07,2.73
h_0,1.09,1.76,1.43,1.34,1.24,0.95,2.05,2.78,2.71,2.66,2.48,2.24,2.91,2.5,3.16,3.95
e_0,0.8,1.88,1.16,1.26,1.23,1.57,2.7,1.99,2.75,2.58,2.7,1.84,2.78,3.73,5.22,4.13
g_0,1.04,1.19,1.69,1.24,1.39,0.98,2.47,2.25,2.89,2.1,2.95,3.88,3.63,3.44,2.34,2.71
