,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.24,0.24,0.18,0.28,0.2,0.14,0.4,0.42,0.43,0.81,0.49,0.45,0.51,0.42,0.09,0.49
f_1,0.42,2.27,0.21,0.25,0.16,0.12,0.45,0.23,0.34,0.44,0.51,0.09,0.51,0.4,0.39,0.48
d_1,0.19,0.24,2.35,0.15,0.23,0.18,0.38,0.45,0.93,0.13,0.47,0.4,0.75,0.43,0.39,0.42
c_1,0.21,0.23,0.23,2.46,0.39,0.14,0.34,0.31,0.1,0.48,0.3,0.49,0.51,0.43,0.41,0.59
b_1,0.2,0.23,0.26,0.2,2.55,0.34,0.47,0.33,0.44,0.4,0.1,0.55,0.65,0.19,0.37,0.54
a_1,0.26,0.25,0.18,0.18,0.19,3.0,0.52,0.38,0.58,0.46,0.42,0.36,0.67,,0.42,0.65
h_1,0.4,0.56,0.37,0.35,0.28,0.33,2.76,0.95,0.91,0.74,0.83,0.63,0.2,0.63,0.56,0.97
g_1,0.31,0.34,0.68,0.42,0.28,0.31,0.65,3.07,0.8,0.71,0.73,1.1,0.98,0.48,0.56,0.31
c_0,0.47,0.42,0.47,0.15,0.27,0.38,0.68,0.62,2.32,0.86,1.88,0.86,0.95,0.79,0.77,0.91
d_0,0.46,0.46,0.11,0.67,0.33,0.26,0.81,0.55,0.77,2.37,1.12,0.97,0.95,0.68,0.73,0.88
b_0,0.44,0.46,0.46,0.38,0.13,0.28,0.82,0.78,1.01,0.8,2.42,0.98,0.94,1.52,0.66,1.0
f_0,0.34,0.18,0.49,0.44,0.39,0.4,0.83,0.89,0.87,0.8,1.11,2.29,1.03,0.65,1.21,0.8
h_0,0.39,0.57,0.5,0.37,0.27,0.29,0.3,0.81,0.8,0.64,0.81,0.67,0.34,0.4,0.67,1.14
a_0,0.39,0.43,0.47,0.33,0.46,,0.65,0.66,0.78,0.92,0.9,1.02,1.04,2.74,0.55,0.84
e_0,0.16,0.5,0.4,0.51,0.39,0.31,0.88,0.61,0.85,1.23,0.94,0.88,0.95,0.63,2.83,0.97
g_0,0.38,0.3,0.61,0.44,0.34,0.26,0.59,0.36,0.94,0.78,1.06,1.48,0.77,0.71,0.48,0.27
