,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.06,3.53,3.63,3.29,3.14,2.49,1.1,0.77,1.17,2.58,1.05,0.8,1.06,0.7,0.93,0.62
f_1,3.14,1.07,3.59,3.93,3.16,2.64,1.01,1.34,0.82,0.91,0.89,1.77,0.73,0.63,0.62,0.8
e_1,3.75,2.24,1.07,3.91,3.34,3.21,1.67,1.2,1.14,1.28,1.46,1.01,0.91,0.68,1.79,0.7
c_1,4.11,3.45,3.04,1.07,3.88,2.84,1.66,1.34,1.79,0.6,1.08,1.14,0.98,0.99,1.01,0.69
b_1,4.76,4.08,4.02,2.32,1.07,3.92,1.57,1.46,1.18,1.41,1.89,1.04,0.91,0.91,1.2,1.0
a_1,5.95,5.04,6.5,6.27,3.24,1.07,2.19,2.36,2.08,1.48,1.58,1.66,3.87,1.29,1.36,1.23
h_1,6.8,8.81,6.38,6.04,7.64,6.01,1.37,3.65,2.02,2.29,1.89,2.13,2.09,2.97,1.65,1.62
g_1,9.74,8.67,9.01,8.48,7.53,6.26,2.28,1.38,2.15,2.61,2.52,2.64,2.04,1.38,2.18,3.47
c_0,4.97,11.57,8.06,18.68,9.92,6.89,3.72,3.74,1.62,3.04,2.94,2.3,2.7,1.85,2.37,1.83
d_0,14.27,11.43,4.89,11.53,7.29,9.64,3.86,3.96,2.49,1.64,2.22,2.86,2.11,1.97,2.4,1.99
b_0,8.3,10.36,8.29,9.69,17.6,11.55,3.5,3.66,1.94,3.11,1.59,2.93,3.5,2.62,2.73,2.2
f_0,10.09,18.98,8.86,9.84,9.63,8.65,3.34,2.81,2.56,2.82,2.23,1.63,2.31,2.56,2.85,1.82
a_0,11.1,14.59,12.07,12.55,16.16,,4.0,4.53,3.3,4.21,2.04,3.63,1.67,2.92,2.33,2.73
h_0,12.83,12.44,14.54,10.39,11.33,8.58,7.09,6.05,3.81,3.82,3.05,3.51,2.8,4.43,2.87,2.74
e_0,11.22,20.03,19.32,12.27,10.85,11.63,4.73,4.03,4.06,3.6,3.1,2.38,3.89,2.96,1.69,2.82
g_0,13.19,17.0,14.01,13.97,12.02,13.28,4.25,9.0,3.72,3.65,3.17,3.64,3.62,2.58,2.85,3.91
