,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.87,1.08,1.6,1.59,3.35,25.69,31.64,39.7,32.79,46.4,48.91,79.42,81.67,124.8,144.75
f_1,1.15,1.0,0.93,1.08,1.5,2.77,19.2,25.33,28.67,34.17,36.69,32.91,50.15,81.63,72.1,120.17
d_1,0.92,1.07,1.0,0.85,1.32,2.77,20.26,18.0,25.81,38.96,35.15,32.77,67.49,68.63,91.72,89.27
c_1,0.63,0.93,1.16,1.0,1.91,2.32,20.69,21.76,16.43,22.27,26.54,33.03,54.74,64.53,73.91,111.45
b_1,0.64,0.67,0.76,0.53,1.0,3.39,14.25,17.44,20.25,26.52,34.1,29.75,45.14,46.92,63.25,87.66
a_1,0.29,0.36,0.36,0.42,0.29,1.0,9.06,8.79,8.89,9.9,14.34,15.49,21.14,24.89,30.19,35.93
h_1,0.04,0.05,0.05,0.05,0.07,0.11,1.0,1.4,1.15,1.33,1.61,1.74,2.52,3.27,4.12,5.73
g_1,0.03,0.04,0.06,0.05,0.06,0.11,0.71,1.0,0.95,1.41,1.34,2.18,2.2,2.99,4.67,4.94
d_0,0.02,0.03,0.04,0.06,0.05,0.11,0.88,1.03,1.0,1.02,1.54,1.57,2.57,2.96,3.73,4.95
c_0,0.03,0.03,0.03,0.04,0.04,0.09,0.74,0.7,0.99,1.0,1.53,1.3,2.08,2.75,3.32,4.02
b_0,0.02,0.03,0.03,0.04,0.03,0.06,0.61,0.71,0.68,0.68,1.0,1.08,1.76,3.15,2.33,3.58
f_0,0.02,0.03,0.03,0.03,0.03,0.06,0.59,0.48,0.69,0.74,0.92,1.0,1.6,1.92,3.78,2.65
h_0,0.01,0.02,0.02,0.02,0.02,0.05,0.39,0.47,0.37,0.48,0.55,0.6,1.0,1.38,1.57,2.02
a_0,0.01,0.01,0.01,0.02,0.02,0.04,0.31,0.33,0.37,0.38,0.33,0.53,0.73,1.0,1.18,1.58
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.24,0.21,0.29,0.31,0.46,0.28,0.63,0.85,1.0,1.32
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.17,0.2,0.2,0.26,0.28,0.38,0.5,0.63,0.8,1.0
