,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,94.38,11.26,12.78,20.62,31.8,108.18,1694.54,3178.83,8243.91,4222.0,8020.81,7457.74,19344.21,19943.36,,22740.32
f_1,15.24,99.31,17.52,21.28,27.87,77.47,1656.5,3295.14,3925.91,4679.88,,8551.72,20646.73,16570.0,22436.81,43295.55
d_1,10.08,10.06,130.34,16.81,29.78,82.3,1498.41,2710.11,,7650.47,5726.76,6993.17,21736.57,13420.63,19735.76,26962.1
c_1,7.83,10.11,14.05,169.2,35.09,69.9,1032.29,2366.14,2801.54,,6017.18,5817.22,17832.18,19638.19,23928.4,33878.55
b_1,8.08,8.52,8.15,13.25,204.43,106.07,1416.05,2610.5,3285.69,4558.95,6109.6,,17349.5,12079.92,16418.34,27001.8
a_1,4.75,7.36,8.54,13.58,11.94,591.32,747.17,,2174.22,2832.18,,3875.71,,,,22722.53
h_1,4.67,6.02,7.89,12.88,12.03,47.89,2670.16,2071.69,2096.28,2538.23,2613.42,2824.89,,5878.27,11272.01,20327.59
g_1,4.12,4.1,8.1,5.86,7.93,,478.65,4567.75,1439.44,1478.99,4977.13,3648.91,7252.41,5789.92,10668.31,
d_0,3.65,4.84,,14.68,12.97,39.33,692.86,1162.47,4418.88,2293.17,2996.62,2895.08,8939.23,7011.6,8713.17,13496.77
c_0,4.52,4.19,5.21,,10.14,38.23,572.22,1431.62,1311.84,5025.34,2997.45,5312.32,8595.66,7716.17,6817.46,15931.28
f_0,2.85,,5.18,8.46,6.12,,701.08,676.87,1666.74,1592.5,6710.39,3804.3,7019.51,7246.86,16535.66,15603.89
b_0,3.9,3.52,5.28,7.37,,34.6,535.67,924.1,1714.32,1295.92,2014.56,7602.77,7008.71,9022.45,8696.03,11206.62
h_0,4.16,4.59,4.43,7.58,7.51,,,1081.64,1510.48,1393.92,2346.59,2626.16,,4687.75,5304.36,12987.42
a_0,2.62,2.81,5.32,4.37,6.33,,461.28,860.2,1036.86,839.84,1712.92,1838.6,6757.12,14772.28,7363.9,7406.18
e_0,,3.23,3.12,3.37,6.84,,483.49,662.59,1021.27,1345.93,1069.82,1745.45,5486.9,4932.2,18178.71,9427.14
g_0,3.3,2.67,6.77,5.6,6.31,20.26,471.21,,1053.18,1099.04,1577.46,1902.72,5223.77,6141.29,5845.38,
