,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.79,1.16,0.89,0.94,0.69,0.51,0.62,0.38,0.42,0.39,0.43,0.35,0.35,0.3,0.33
f_1,1.27,1.0,0.93,0.88,0.89,0.71,0.38,0.45,0.39,0.41,0.38,0.34,0.32,0.28,0.26,0.32
c_1,0.86,1.07,1.0,1.15,1.17,0.72,0.51,0.32,0.41,0.43,0.37,0.39,0.3,0.35,0.34,0.33
d_1,1.11,1.17,0.83,1.0,0.92,0.72,0.53,0.42,0.57,0.38,0.45,0.4,0.37,0.36,0.32,0.24
b_1,1.05,1.13,0.87,1.08,1.0,1.06,0.54,0.45,0.51,0.43,0.38,0.37,0.34,0.39,0.33,0.36
a_1,1.45,1.4,1.38,1.38,0.95,1.0,0.73,0.68,0.55,0.62,0.52,0.53,0.53,0.49,0.5,0.48
h_1,2.04,2.61,2.03,1.9,1.84,1.3,1.0,0.9,0.78,1.03,0.83,0.76,0.7,0.71,0.62,0.69
d_0,1.65,2.17,3.25,2.22,2.26,1.4,1.07,1.0,0.82,1.14,0.76,0.78,0.71,0.78,0.68,0.7
c_0,2.49,2.6,2.62,1.79,2.03,1.75,1.25,1.18,1.0,1.09,1.24,1.03,0.82,0.79,0.65,0.66
g_1,2.4,2.47,2.29,2.79,2.32,1.61,0.95,0.87,0.95,1.0,0.89,1.06,0.78,0.67,0.82,0.7
b_0,2.53,2.56,2.81,2.24,2.42,2.1,1.22,1.3,0.83,1.14,1.0,0.98,1.18,0.83,0.83,0.84
f_0,2.17,2.85,2.51,2.55,2.69,1.93,1.4,1.22,1.0,0.94,1.05,1.0,0.94,0.98,1.22,0.63
a_0,2.79,3.07,3.4,2.72,3.0,1.86,1.49,1.41,1.17,1.3,0.85,1.09,1.0,1.05,0.89,0.95
h_0,2.79,3.52,2.88,2.71,2.62,2.16,1.41,1.24,1.26,1.46,1.15,1.02,0.96,1.0,0.9,1.15
e_0,3.11,3.88,2.95,2.99,3.02,1.88,1.64,1.41,1.41,1.28,1.25,0.83,1.11,1.07,1.0,1.07
g_0,3.05,3.1,3.06,4.06,2.8,2.05,1.5,1.37,1.47,1.4,1.13,1.54,1.04,0.88,0.93,1.0
