,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.05,1.64,1.53,1.67,1.63,1.21,0.47,0.49,0.45,0.64,0.42,0.5,0.29,0.38,0.36,0.35
e_1,1.29,1.05,1.57,1.88,1.67,1.45,0.78,0.71,0.49,0.64,0.59,0.69,0.43,0.47,0.58,0.47
d_1,2.07,2.16,1.05,1.78,1.89,1.35,0.64,0.75,0.68,0.47,0.5,0.49,0.44,0.49,0.42,0.28
c_1,1.93,1.73,2.18,1.06,2.0,1.55,0.68,0.36,0.54,0.59,0.45,0.51,0.43,0.48,0.46,0.42
b_1,2.12,2.01,1.97,1.24,1.06,2.28,0.86,0.6,0.77,0.77,0.85,0.58,0.51,0.48,0.51,0.51
a_1,3.52,2.7,2.86,2.47,1.56,1.07,1.15,0.85,0.93,1.15,0.89,0.77,0.57,1.04,0.66,0.53
h_1,5.56,4.45,4.83,5.02,4.19,3.48,1.27,1.39,1.42,1.92,1.41,1.18,1.27,1.17,1.16,1.07
d_0,5.68,3.62,6.36,7.39,5.79,4.79,2.38,1.43,1.86,2.11,1.53,1.83,1.41,1.6,1.67,1.45
c_0,6.63,6.55,3.5,7.32,5.5,4.78,2.27,2.16,1.4,2.27,2.09,1.44,1.43,1.62,1.37,1.18
g_1,6.0,5.8,6.41,6.91,5.66,4.32,1.72,1.7,1.7,1.3,1.92,1.8,1.09,1.42,1.32,1.4
b_0,7.18,5.76,5.59,8.14,6.89,5.7,2.3,2.04,1.21,2.01,1.41,1.49,1.45,1.8,1.31,1.17
f_0,8.91,6.45,6.63,7.04,6.63,6.05,2.84,2.18,2.44,1.76,2.42,1.41,1.67,2.07,2.28,1.17
h_0,8.51,7.25,7.28,7.96,7.03,6.67,3.54,2.22,2.24,2.84,2.32,2.19,2.05,1.88,1.72,1.84
a_0,9.27,8.64,6.95,8.62,10.65,7.74,2.97,2.41,2.12,3.27,1.6,2.08,2.44,1.51,1.71,1.73
e_0,11.41,9.5,8.79,8.84,9.0,7.51,3.3,2.61,2.66,3.27,3.02,1.38,2.48,2.49,1.58,1.73
g_0,10.75,8.94,8.96,9.53,8.09,7.91,3.0,2.94,2.84,3.82,2.99,2.62,1.73,2.63,2.28,2.07
