,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,10302.0,141.67,136.85,247.72,471.42,732.44,220265.39,505122.18,1288841.06,597723.39,1235476.93,1429422.18,7152995.53,,11266953.65,7729209.43
f_1,254.61,10739.85,214.62,278.3,492.28,1079.3,216791.18,427138.66,753305.34,790970.61,,1241024.9,6657123.77,4187373.51,8061730.54,5331944.38
d_1,106.24,151.26,16143.12,247.72,515.63,1355.75,195031.62,445557.65,,1389275.36,1033375.64,1520040.68,6018298.85,5678322.81,13913679.85,4894443.37
c_1,106.0,189.32,183.72,22518.93,905.62,1054.09,220766.13,323904.24,851820.04,,1189725.38,1207158.61,7399040.65,5463442.93,11049716.43,7610872.18
b_1,135.07,154.79,155.06,187.0,53639.46,2428.82,240667.39,339885.27,753276.83,701326.71,1313818.62,,5547393.16,6497402.61,11624625.98,
a_1,166.24,155.28,224.35,238.1,566.41,179464.59,213572.76,461610.61,628383.72,793747.86,1093769.22,913949.96,4871196.59,,10296410.46,
h_1,482.61,798.57,755.51,868.84,2435.91,4446.25,9633988.42,3000400.08,2211104.0,2784353.19,4301447.46,4700206.24,,19346615.01,38242932.66,35670286.97
g_1,676.66,315.38,1282.29,817.46,1481.62,5887.66,663418.36,29932562.67,2465608.99,2773810.11,5595983.76,4804446.79,16644470.38,22842498.6,,33561040.96
d_0,658.79,819.82,,2480.3,2854.96,7961.45,1067149.49,2118304.44,21538042.82,2745044.67,7188686.83,6059650.51,26435609.17,26409442.61,61629956.86,48286593.08
c_0,695.39,667.3,1117.27,,2188.8,7961.45,800362.11,2670905.59,3272937.88,22488250.6,7188686.83,12343732.51,24880573.34,27876633.86,61629956.86,43687869.93
f_0,794.39,,785.43,1508.09,2717.81,6548.26,1015886.3,1893800.1,4462506.72,3377032.11,45518122.48,6153130.76,18652231.22,53633704.96,68056513.58,47280369.83
b_0,702.2,576.4,832.79,1442.03,,6295.1,1068528.23,3105704.18,3928507.58,3191912.41,5015362.9,50105637.25,21698174.43,34120726.88,54941434.41,77536611.26
h_0,1063.99,1449.6,1409.4,2147.05,3688.75,13293.44,,4256465.33,5036779.22,5351577.92,7655056.42,9033882.63,,45933854.69,113318078.17,54847156.84
e_0,,774.54,1115.33,1557.48,1933.05,,1103894.51,2806177.75,3752990.76,3216849.23,9039345.79,4558764.85,30270554.32,315407911.94,52160770.78,
g_0,762.07,828.48,2593.47,1810.8,4479.93,8072.34,1449123.61,,5352454.8,6308250.29,11528216.44,5688932.18,40825105.11,61098911.64,,49958273.78
a_0,609.99,776.75,1379.34,1333.49,,,768523.29,2387782.78,3519288.04,3323772.04,6085660.81,7481050.01,23037567.91,,68477729.85,498195007.99
