,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.05,1.1,1.44,1.67,1.56,1.39,0.6,0.59,0.49,0.55,0.43,0.49,0.36,0.41,0.36,0.4
f_1,1.64,1.04,1.49,1.56,1.54,1.23,0.49,0.53,0.47,0.58,0.45,0.46,0.29,0.39,0.38,0.35
d_1,1.75,1.6,1.04,1.64,1.38,1.3,0.53,0.52,0.53,0.43,0.49,0.43,0.33,0.4,0.24,0.34
c_1,1.38,1.71,1.84,1.05,1.77,1.3,0.63,0.36,0.56,0.58,0.49,0.45,0.39,0.43,0.37,0.43
b_1,1.79,1.92,1.94,1.24,1.05,1.75,0.73,0.5,0.61,0.72,0.63,0.49,0.41,0.49,0.37,0.46
a_1,2.36,2.89,2.38,2.26,1.44,1.06,1.16,0.81,0.75,1.02,0.89,0.65,0.58,0.79,0.61,0.6
h_1,4.35,4.69,4.19,4.4,3.93,2.9,1.22,1.4,1.23,1.56,1.19,1.05,1.05,1.07,0.99,0.89
d_0,3.61,4.56,6.28,5.51,5.12,3.77,1.97,1.34,1.48,1.75,1.5,1.38,1.15,1.3,1.2,1.45
c_0,5.09,5.2,3.72,5.79,4.69,3.88,1.93,2.11,1.34,1.77,1.65,1.44,1.08,1.5,0.99,1.2
g_1,4.82,4.81,5.64,5.07,4.76,4.0,1.56,1.47,1.47,1.25,1.34,1.56,0.87,1.16,1.16,1.13
b_0,5.79,5.38,4.61,6.79,5.98,4.09,2.06,1.81,1.15,1.87,1.33,1.51,1.36,1.73,1.12,1.39
f_0,6.62,7.89,6.3,6.39,6.13,4.75,2.63,2.03,1.9,1.69,1.88,1.39,1.31,1.8,1.09,1.81
h_0,7.33,8.16,7.62,6.75,7.36,5.39,3.42,2.35,2.39,3.26,2.05,2.08,1.82,1.75,1.64,1.78
a_0,8.09,8.4,7.11,7.99,7.67,5.95,2.8,2.5,1.81,2.56,1.43,1.84,1.7,1.4,1.52,1.64
g_0,8.6,8.15,8.89,7.55,7.74,6.34,2.59,2.62,2.55,3.2,2.52,2.44,1.63,1.98,2.04,1.89
e_0,9.89,10.12,9.25,7.59,8.05,6.46,3.42,2.26,2.48,2.68,2.67,1.5,1.92,2.21,1.86,1.5
