,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,4.09,5.97,6.15,5.98,4.4,2.3,3.0,2.33,1.85,2.04,1.95,1.8,1.57,,1.68
f_1,5.91,0.66,5.48,6.52,5.42,5.86,1.89,2.45,2.64,2.2,2.04,,1.09,3.03,1.63,1.56
d_1,7.35,6.22,0.66,4.8,5.02,6.05,2.71,1.73,,2.41,1.77,1.76,2.36,2.13,1.76,1.28
c_1,5.81,5.95,7.09,0.65,7.32,4.14,2.51,2.33,1.31,,2.97,1.96,1.81,1.62,1.88,1.99
b_1,6.14,6.56,5.42,3.45,0.63,7.45,2.35,2.87,3.86,3.09,,2.19,1.93,2.03,1.83,1.65
a_1,8.27,7.09,6.8,8.44,3.92,0.58,3.94,3.12,3.06,2.28,3.15,2.26,1.82,,,2.3
h_1,5.26,5.36,4.89,4.97,6.48,3.76,0.59,2.97,1.55,1.82,1.88,2.26,,2.22,1.38,1.4
g_1,5.78,5.86,6.91,6.37,4.03,5.23,1.61,0.59,1.95,2.13,1.77,2.24,1.2,1.91,2.17,
d_0,2.92,3.68,,5.98,3.65,3.57,2.33,2.24,0.72,1.89,1.76,2.07,1.55,1.85,1.78,1.44
c_0,6.81,4.6,3.16,,4.13,7.1,2.24,2.11,1.7,0.68,1.78,1.77,1.77,1.62,1.64,1.6
b_0,4.44,4.78,5.06,5.17,,5.88,2.58,2.96,1.7,1.72,0.67,1.85,1.55,1.63,1.27,1.45
f_0,5.35,,6.0,4.8,6.01,5.36,2.79,1.27,1.81,1.63,1.96,0.69,1.23,,,1.04
h_0,4.63,5.41,3.55,4.66,5.14,3.87,,2.5,1.4,1.4,1.54,1.75,,1.61,1.42,1.14
a_0,8.55,4.88,6.97,7.58,7.01,,1.98,2.28,2.4,1.92,1.5,,1.43,0.62,,1.88
e_0,,9.75,6.19,6.0,7.77,,3.12,3.04,2.18,2.03,2.82,,1.84,,0.6,
g_0,5.25,7.42,5.57,4.42,6.13,5.72,2.14,,1.66,1.57,1.63,1.88,1.22,1.51,,
