,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,97.9,11.5,16.36,16.98,30.85,67.5,2628.69,6668.09,3268.26,4088.4,5437.79,8680.23,21843.36,21487.53,,42734.01
f_1,16.57,116.22,12.52,17.15,23.3,101.49,1843.71,3793.66,3396.03,3917.75,7722.34,,21851.67,14531.86,16206.4,44913.07
c_1,10.25,14.31,122.03,16.13,39.88,78.41,3054.53,2949.46,3798.73,,4762.37,7053.84,19844.15,18757.35,21850.62,38688.72
d_1,9.16,11.47,12.74,144.0,25.4,51.85,1657.92,,3237.25,7470.66,5544.9,6511.8,17004.4,20079.34,22549.26,33939.4
b_1,6.79,9.61,9.85,13.97,197.55,91.22,1942.96,3064.96,3017.44,4417.59,,6235.4,14088.83,15415.27,22319.18,47073.38
a_1,6.53,6.96,5.54,8.72,12.88,504.37,1693.36,2524.43,,2646.77,3563.26,3316.87,13230.51,,15065.35,19363.13
h_1,4.57,8.09,5.61,6.54,10.57,31.35,3810.39,1439.83,2141.41,1307.78,2941.87,3757.25,,9564.41,8855.49,21067.18
d_0,4.24,5.62,10.45,,11.31,29.78,1176.15,4256.69,1801.28,1753.35,2432.07,2373.45,7800.6,8485.85,12411.32,20384.54
g_1,4.57,3.98,4.62,7.96,8.66,,725.75,1081.86,5350.12,1623.04,2311.92,4470.3,7694.65,,12783.94,
c_0,4.29,6.69,,5.99,7.97,33.04,1194.87,1724.56,1385.91,4530.47,4451.25,3452.79,6672.35,10363.26,,19131.29
b_0,4.16,4.55,6.29,7.59,,26.28,870.17,1492.6,1184.65,1241.19,6383.19,2586.93,6169.41,12425.3,10609.28,17543.4
f_0,3.24,,4.89,6.11,8.29,26.87,774.94,1634.82,1055.91,1543.48,2283.85,7354.74,6643.96,9551.09,14965.83,15481.44
h_0,3.73,4.46,4.49,6.23,8.4,21.47,,1333.46,1426.65,1655.02,1993.29,2265.36,,7556.58,8329.91,23035.46
a_0,3.03,4.55,2.87,3.02,5.02,,597.78,1093.5,,1294.42,1437.21,1591.41,4642.25,17553.8,,9092.6
e_0,,4.58,3.9,4.54,5.38,18.45,570.84,890.38,691.47,,1305.23,1365.76,4838.14,,21114.83,10570.24
g_0,2.64,2.83,3.57,7.18,4.71,22.14,603.33,917.58,,1016.03,1080.33,2779.48,3598.04,6394.2,6298.63,
