,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,100.67,31.22,42.07,74.64,66.34,202.57,5459.5,9212.86,17263.03,12566.57,18410.46,20020.56,71961.92,57083.97,35876.13,144863.1
f_1,47.9,112.22,43.82,56.62,55.44,194.83,4973.94,8302.44,8775.61,10910.17,16430.91,8534.02,66465.69,53348.67,51432.38,155299.18
d_1,30.59,33.69,132.56,40.85,64.52,189.48,4884.32,6700.33,4492.48,16574.93,19860.03,16678.96,66350.51,51310.37,56830.37,108919.17
c_1,20.91,30.26,36.67,161.78,91.89,170.0,5484.13,6822.05,7337.88,3317.58,14029.67,14464.71,54697.77,56980.81,55971.19,135310.21
b_1,24.16,34.06,33.72,40.49,184.58,252.77,5679.53,7130.52,7385.73,9289.24,4374.25,15837.88,53254.32,28481.36,60494.13,102111.01
a_1,18.1,21.42,23.2,31.76,26.24,480.39,3768.15,4902.68,5789.9,6745.59,9711.09,11363.61,44851.92,17511.07,29239.05,97458.76
h_1,8.94,15.12,14.08,14.42,16.85,49.2,3491.39,3085.81,2746.23,3155.71,4235.73,5625.21,10691.56,16115.6,18458.39,58545.05
g_1,6.52,8.28,17.78,14.91,15.92,49.5,1451.85,4840.87,2478.77,2758.81,4688.35,7880.42,15290.12,12319.58,14038.12,27627.97
d_0,7.22,9.72,6.25,23.64,17.36,57.08,1309.52,2018.84,4250.99,2571.71,4777.13,5657.31,17899.15,13868.42,14837.2,28641.1
c_0,7.66,10.87,10.6,12.12,11.42,49.51,1474.89,2330.43,2728.87,4876.73,7298.69,4912.48,18226.53,18949.41,16644.43,35545.1
b_0,7.57,7.74,8.94,12.65,11.7,42.14,1460.07,1782.29,2354.38,2681.21,6715.42,4208.09,14693.48,22285.75,13780.2,32640.82
f_0,6.77,4.77,10.77,13.36,14.06,44.18,1285.87,1534.82,2108.01,2273.61,3769.97,6851.76,13638.12,12863.6,23519.53,30281.32
h_0,4.59,7.1,6.56,7.84,9.66,23.55,497.6,1499.55,1444.69,1703.66,2307.26,3046.03,6123.31,9103.04,7474.5,27889.23
a_0,5.05,5.97,6.84,6.8,11.19,17.27,963.72,1437.58,1190.77,1780.7,2294.54,2912.43,9087.37,17494.97,9535.08,23561.32
e_0,2.78,5.8,7.36,7.36,9.41,33.0,949.83,1608.09,1652.76,1471.24,2418.57,2805.98,11859.79,8181.87,18538.7,24806.45
g_0,3.52,3.8,6.67,5.91,8.07,16.55,518.84,585.31,1175.6,1248.01,1669.76,2875.76,6521.67,5974.1,7950.73,11828.28
