,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.53,0.89,0.83,1.06,0.84,0.78,0.98,1.68,1.04,0.97,0.97,1.03,1.18,0.84,1.06,0.64
f_1,1.33,1.55,0.88,0.83,0.82,0.61,0.96,1.13,1.02,1.03,1.02,0.74,1.01,0.81,1.05,0.71
d_1,0.98,1.01,1.55,0.86,0.78,0.72,1.04,0.75,1.6,0.81,1.21,1.0,1.05,0.93,1.0,0.84
c_1,0.83,0.95,0.88,1.58,1.33,0.74,0.95,0.97,0.8,0.89,0.8,0.92,1.15,0.76,1.04,0.96
b_1,0.9,0.87,1.02,0.83,1.6,1.32,1.11,1.03,1.02,0.94,0.89,0.98,1.1,0.85,1.08,0.96
a_1,0.89,1.08,0.98,1.07,0.8,1.75,1.38,1.2,1.19,1.12,1.28,1.15,1.33,1.05,1.18,1.04
h_1,1.08,1.42,1.26,1.09,1.02,0.73,1.82,1.34,1.33,1.53,1.29,1.11,1.01,1.09,1.56,1.08
d_0,0.95,1.17,1.05,1.7,1.18,0.91,1.32,1.72,1.01,1.36,1.25,1.22,1.5,0.96,1.42,1.27
c_0,1.13,1.23,1.15,1.07,1.04,0.97,1.48,1.47,1.74,1.35,2.14,1.4,1.33,1.55,1.4,1.27
g_1,1.18,1.17,1.5,1.12,1.0,0.74,1.24,1.33,1.35,1.89,1.31,1.73,1.13,1.04,1.19,1.27
b_0,1.29,1.28,1.12,1.25,0.97,0.81,1.37,1.32,1.24,1.4,1.8,1.33,1.7,2.14,1.34,1.26
f_0,1.09,1.27,1.23,1.25,1.23,1.0,1.68,1.4,1.4,1.18,1.52,1.85,1.46,1.43,1.43,2.15
h_0,1.22,1.63,1.3,1.13,1.18,0.93,1.25,1.41,1.46,1.72,1.26,1.3,1.36,1.23,1.81,1.06
a_0,1.35,1.32,1.34,1.38,1.31,0.75,1.58,1.46,1.34,1.59,1.27,1.23,1.56,1.94,1.65,1.16
g_0,1.2,1.08,1.87,1.24,1.18,0.81,1.3,1.31,1.54,1.18,1.48,1.82,1.38,1.1,1.24,1.16
e_0,1.14,1.49,1.51,1.15,1.14,1.08,1.67,1.19,1.56,1.51,1.49,1.25,1.84,1.36,1.75,1.87
