,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.07,6.43,8.92,8.09,6.9,6.24,3.28,3.41,2.84,3.18,3.9,3.03,1.69,2.25,2.05,
f_1,10.72,1.07,9.19,9.98,6.41,11.35,2.74,3.24,2.57,3.26,2.06,,1.67,2.34,2.14,2.61
d_1,9.93,8.66,1.07,9.54,9.99,6.49,3.34,,3.25,2.15,2.61,2.53,2.22,2.52,1.52,1.84
c_1,11.22,9.23,11.24,1.07,7.75,10.71,3.38,2.18,,3.35,3.06,3.75,2.03,3.51,1.98,2.82
b_1,11.61,14.49,12.78,8.6,1.07,8.74,4.93,3.01,4.21,5.34,,3.26,2.72,,2.0,2.51
a_1,19.8,14.26,19.08,10.86,13.86,1.07,6.45,4.57,5.56,,,,4.21,,3.19,
h_1,13.21,12.97,16.3,14.86,14.13,10.89,1.41,3.69,4.29,6.57,2.95,4.19,,,3.1,2.1
d_0,9.33,13.01,,13.74,16.17,10.45,5.71,1.78,3.95,4.76,5.25,3.45,3.49,3.0,3.05,3.55
c_0,13.65,17.47,10.14,,14.46,12.32,4.41,4.17,1.76,4.9,4.33,3.13,2.75,3.12,4.03,
g_1,18.67,16.14,18.49,20.21,17.01,,4.29,4.83,5.11,1.41,4.61,4.2,3.68,4.7,,3.47
b_0,14.04,20.61,15.98,18.89,,,7.4,4.06,2.82,6.0,1.74,5.13,3.72,4.73,3.03,3.38
f_0,18.97,,16.45,15.04,16.73,,7.9,5.37,5.79,6.0,4.3,1.72,4.72,4.2,2.29,
h_0,20.97,17.31,14.7,17.25,13.72,11.05,,4.03,5.31,5.09,4.02,4.01,,5.25,4.49,
a_0,22.1,23.37,18.75,19.91,,,,7.38,6.09,7.14,4.23,6.77,4.46,1.75,,
g_0,20.09,18.97,18.44,18.16,21.84,18.71,5.07,5.73,5.2,,6.72,6.77,2.62,,,4.79
e_0,,31.02,23.73,18.85,21.0,,10.71,7.48,,10.15,8.63,,,,5.02,1.81
