,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.17,0.41,0.43,0.49,0.44,0.4,0.1,0.14,0.08,0.09,0.09,0.12,0.05,0.08,0.09,0.07
d_1,0.46,0.16,0.54,0.46,0.41,0.39,0.12,0.08,0.09,0.17,0.1,0.08,0.06,0.09,0.08,0.04
e_1,0.27,0.49,0.16,0.51,0.51,0.46,0.15,0.15,0.1,0.1,0.09,0.12,0.07,0.09,0.16,0.1
c_1,0.47,0.53,0.38,0.14,0.41,0.39,0.12,0.12,0.15,0.05,0.1,0.08,0.07,0.09,0.08,0.07
b_1,0.49,0.48,0.45,0.24,0.13,0.47,0.15,0.14,0.12,0.09,0.13,0.11,0.07,0.1,0.1,0.07
a_1,0.5,0.49,0.47,0.43,0.23,0.09,0.16,0.16,0.09,0.11,0.12,0.1,0.07,0.16,0.1,0.07
h_1,0.48,0.37,0.36,0.44,0.38,0.36,0.05,0.11,0.07,0.08,0.07,0.07,0.08,0.07,0.07,0.05
g_1,0.45,0.38,0.4,0.41,0.45,0.35,0.08,0.05,0.08,0.09,0.07,0.07,0.05,0.09,0.08,0.07
c_0,0.42,0.23,0.43,0.76,0.45,0.42,0.13,0.12,0.05,0.16,0.09,0.09,0.07,0.09,0.08,0.05
d_0,0.38,0.69,0.22,0.4,0.4,0.44,0.13,0.16,0.1,0.05,0.08,0.09,0.07,0.08,0.09,0.08
b_0,0.41,0.32,0.37,0.53,0.62,0.36,0.14,0.12,0.05,0.1,0.05,0.08,0.06,0.09,0.08,0.06
f_0,0.64,0.37,0.4,0.37,0.37,0.4,0.1,0.08,0.08,0.09,0.08,0.04,0.07,0.08,0.08,0.03
h_0,0.41,0.4,0.38,0.4,0.36,0.31,0.13,0.12,0.08,0.09,0.08,0.07,0.08,0.07,0.08,0.06
a_0,0.43,0.36,0.36,0.4,0.46,0.57,0.12,0.1,0.07,0.08,0.04,0.08,0.06,0.04,0.09,0.05
e_0,0.51,0.36,0.49,0.41,0.39,0.33,0.11,0.1,0.08,0.08,0.08,0.04,0.07,0.08,0.03,0.04
g_0,0.47,0.39,0.38,0.37,0.36,0.38,0.09,0.14,0.08,0.09,0.08,0.07,0.04,0.08,0.07,0.07
