,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.43,0.76,0.84,0.89,0.93,0.79,0.19,0.18,0.18,0.27,0.16,0.24,0.1,0.16,0.16,0.14
e_1,0.62,0.42,0.89,1.01,0.97,0.84,0.29,0.23,0.19,0.27,0.22,0.28,0.13,0.19,0.24,0.17
d_1,1.09,1.11,0.39,0.96,0.96,0.74,0.24,0.3,0.2,0.18,0.18,0.18,0.14,0.18,0.16,0.09
c_1,0.97,0.87,1.18,0.4,0.86,0.88,0.26,0.13,0.23,0.26,0.18,0.2,0.14,0.19,0.19,0.14
b_1,1.12,1.04,1.08,0.58,0.39,1.05,0.33,0.2,0.3,0.31,0.34,0.22,0.17,0.2,0.19,0.17
a_1,1.49,1.18,1.3,1.08,0.73,0.32,0.41,0.28,0.3,0.39,0.3,0.24,0.17,0.38,0.22,0.16
h_1,1.83,1.58,1.71,1.79,1.66,1.36,0.29,0.34,0.38,0.49,0.36,0.31,0.31,0.31,0.31,0.24
d_0,1.85,1.24,2.35,2.24,2.17,1.8,0.61,0.32,0.47,0.6,0.41,0.5,0.31,0.39,0.49,0.37
c_0,2.27,2.25,1.1,2.5,2.06,1.89,0.6,0.56,0.29,0.58,0.44,0.37,0.33,0.42,0.37,0.27
g_1,2.06,1.92,2.07,2.31,1.99,1.64,0.43,0.39,0.42,0.26,0.41,0.39,0.23,0.37,0.35,0.35
b_0,2.25,1.93,1.61,2.68,2.59,1.99,0.6,0.47,0.26,0.52,0.28,0.36,0.29,0.36,0.35,0.26
f_0,2.78,2.15,2.03,2.27,2.24,1.98,0.62,0.47,0.52,0.4,0.51,0.26,0.3,0.46,0.45,0.23
h_0,2.49,2.18,2.29,2.51,2.18,2.19,0.91,0.47,0.48,0.64,0.5,0.51,0.43,0.43,0.41,0.38
a_0,2.68,2.66,2.0,2.49,3.14,2.83,0.62,0.48,0.41,0.69,0.31,0.43,0.45,0.27,0.38,0.34
e_0,3.2,2.95,2.29,2.66,2.62,2.61,0.72,0.54,0.54,0.71,0.59,0.27,0.42,0.55,0.27,0.29
g_0,3.04,2.85,2.26,2.9,2.42,2.27,0.64,0.62,0.54,0.83,0.62,0.48,0.31,0.55,0.44,0.39
