,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.07,10.85,7.87,9.08,9.54,8.16,2.37,2.6,3.05,2.67,3.59,,1.38,2.79,2.25,2.61
e_1,5.72,1.07,9.68,12.16,9.58,7.07,3.88,2.48,4.86,2.7,2.54,2.74,1.77,2.55,2.39,
d_1,11.58,10.92,1.07,9.59,8.92,9.44,3.69,,2.05,3.05,2.9,2.28,2.28,2.97,1.38,2.12
c_1,9.56,9.18,10.74,1.07,9.02,9.46,3.65,1.83,4.73,,2.77,3.32,2.41,3.0,1.51,
b_1,12.12,11.97,10.56,7.23,1.07,,4.49,4.42,3.88,3.73,,3.04,2.19,,2.2,2.76
a_1,14.55,17.16,12.81,12.73,,1.07,5.6,6.07,6.27,5.16,4.39,4.26,4.19,,3.11,
h_1,16.02,12.16,13.37,13.74,11.39,11.23,1.41,3.25,4.44,3.81,2.95,3.19,,3.7,3.68,2.45
d_0,13.83,10.1,,17.29,13.03,10.29,5.25,1.74,6.31,4.87,3.33,3.55,4.3,3.19,3.52,3.25
g_1,17.32,17.12,23.31,12.87,14.31,12.45,5.23,4.85,1.41,5.21,5.25,5.96,3.01,,,
c_0,18.53,14.39,9.06,,15.73,10.86,5.71,4.15,5.77,1.72,5.41,3.23,3.2,4.06,3.1,4.76
b_0,16.4,20.66,17.14,21.03,,14.02,7.78,6.0,4.75,2.84,1.76,4.09,3.39,5.46,4.0,3.28
f_0,,15.97,22.48,14.48,15.93,16.93,8.8,6.4,3.37,5.3,4.79,1.83,5.57,4.06,2.41,5.1
h_0,20.67,20.08,13.72,13.23,18.77,12.37,,4.25,6.01,4.98,5.1,3.56,,3.69,3.61,4.16
a_0,20.23,24.11,23.7,20.5,,,7.86,7.88,,5.4,3.38,5.41,5.51,1.72,5.71,
g_0,18.72,17.05,23.05,21.09,16.07,19.84,5.57,5.34,,5.76,5.24,7.8,2.78,4.26,,
e_0,20.14,,25.53,,21.27,,8.07,9.36,,7.08,6.35,4.32,5.51,,,1.69
