,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.95,0.42,0.44,0.51,0.41,0.27,0.34,0.29,0.48,0.27,0.28,0.27,0.26,0.22,0.16,0.23
f_1,0.78,0.95,0.37,0.4,0.33,0.25,0.29,0.24,0.28,0.22,0.2,0.25,0.24,0.19,0.11,0.2
d_1,0.44,0.57,0.95,0.4,0.41,0.34,0.33,0.24,0.2,0.47,0.24,0.29,0.26,0.19,0.23,0.19
c_1,0.44,0.51,0.46,0.94,0.67,0.27,0.36,0.26,0.25,0.16,0.25,0.21,0.27,0.18,0.18,0.22
b_1,0.49,0.54,0.43,0.39,0.94,0.54,0.35,0.32,0.3,0.3,0.3,0.2,0.28,0.18,0.23,0.21
a_1,0.59,0.64,0.5,0.54,0.37,0.94,0.34,0.29,0.35,0.32,0.32,0.36,0.41,0.22,0.19,0.28
h_1,0.7,0.94,0.74,0.56,0.61,0.44,0.77,0.56,0.42,0.41,0.4,0.39,0.32,0.32,0.33,0.38
g_1,0.7,0.74,1.07,0.69,0.58,0.5,0.45,0.76,0.4,0.43,0.61,0.47,0.42,0.35,0.36,0.29
d_0,0.61,0.82,0.52,1.27,0.72,0.52,0.53,0.49,0.68,0.33,0.45,0.47,0.4,0.29,0.34,0.38
c_0,0.78,0.99,0.65,0.58,0.57,0.55,0.58,0.51,0.58,0.67,0.48,0.87,0.47,0.38,0.44,0.43
f_0,0.72,0.71,0.84,0.81,0.67,0.49,0.58,0.47,0.5,0.5,0.69,0.5,0.51,0.37,0.71,0.37
b_0,0.85,0.94,0.74,0.85,0.5,0.45,0.58,0.46,0.53,0.34,0.53,0.66,0.5,0.66,0.41,0.48
h_0,0.85,1.19,0.86,0.86,0.69,0.43,0.56,0.6,0.49,0.49,0.47,0.49,0.4,0.34,0.38,0.49
a_0,0.88,1.07,0.96,0.82,0.78,0.29,0.72,0.49,0.54,0.54,0.63,0.4,0.66,0.63,0.44,0.48
e_0,0.76,1.13,0.9,0.98,0.79,0.66,0.67,0.56,0.56,0.52,0.38,0.5,0.5,0.36,0.64,0.44
g_0,0.84,0.84,1.24,0.89,0.8,0.56,0.67,0.51,0.55,0.49,0.72,0.49,0.48,0.35,0.44,0.39
