,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.11,3.7,3.91,5.03,4.42,3.76,0.83,1.39,0.85,0.77,0.79,1.43,0.45,0.97,0.94,0.76
e_1,2.73,1.12,4.59,4.95,5.25,4.22,1.62,1.4,0.94,0.94,1.05,1.19,0.77,0.94,1.99,0.74
d_1,4.82,4.98,1.11,4.64,4.97,4.19,1.33,0.92,2.01,0.83,0.89,0.86,0.63,0.84,0.8,0.38
c_1,5.56,4.11,7.02,1.13,4.73,5.31,1.32,1.37,0.54,1.6,1.03,1.06,0.74,1.02,0.8,0.77
b_1,7.06,7.44,6.26,2.74,1.13,6.84,1.92,1.89,1.41,1.45,1.96,1.16,0.94,1.09,1.13,0.96
a_1,8.62,8.09,8.67,7.88,3.78,1.14,2.81,3.13,1.96,1.85,2.75,1.39,1.33,3.92,1.41,1.16
h_1,14.23,13.64,12.65,16.92,15.03,12.38,1.76,3.81,3.61,2.56,3.18,3.16,3.32,2.75,2.97,2.32
g_1,21.02,18.5,20.49,20.08,23.19,13.62,3.87,1.78,4.03,3.84,3.42,3.91,2.31,3.14,3.09,4.64
d_0,19.8,11.01,31.01,19.31,19.64,21.15,5.5,6.02,2.24,3.69,4.2,3.8,3.18,4.52,3.64,3.2
c_0,22.96,19.74,10.01,38.62,18.42,19.9,5.53,5.66,6.93,2.41,4.59,3.12,3.02,3.55,3.6,2.56
b_0,23.24,19.74,17.3,27.14,37.89,23.88,5.71,5.07,5.45,2.36,2.18,4.6,2.88,3.92,3.47,3.28
f_0,55.85,22.37,20.49,22.99,21.52,26.36,6.38,3.74,5.88,4.58,4.89,2.27,3.69,3.96,4.64,2.3
h_0,28.14,32.72,24.07,30.12,29.24,27.43,12.14,10.53,6.1,4.61,5.38,5.4,6.3,5.51,4.12,4.17
a_0,31.71,34.31,30.73,36.73,40.76,43.19,10.4,7.41,8.21,5.63,3.46,6.39,3.92,2.59,5.8,4.22
e_0,49.89,47.76,27.98,36.29,29.89,34.41,8.32,9.36,7.15,5.53,6.23,3.47,5.88,5.59,2.65,4.64
g_0,38.58,38.0,28.68,35.44,34.94,31.23,6.99,11.05,7.92,5.82,7.13,6.09,3.43,7.04,5.3,7.73
