,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.17,0.62,0.62,0.62,0.71,0.62,0.14,0.13,0.17,0.13,0.13,0.23,0.07,0.13,0.11,0.12
e_1,0.37,0.17,0.68,0.73,0.77,0.66,0.23,0.13,0.23,0.14,0.13,0.15,0.1,0.13,0.11,0.31
d_1,0.7,0.81,0.16,0.67,0.65,0.57,0.19,0.33,0.11,0.12,0.12,0.12,0.09,0.13,0.06,0.13
c_1,0.69,0.46,1.0,0.15,0.6,0.65,0.17,0.08,0.2,0.24,0.14,0.13,0.1,0.14,0.08,0.14
b_1,0.73,0.7,0.7,0.36,0.13,0.72,0.22,0.16,0.23,0.22,0.35,0.12,0.09,0.14,0.1,0.15
a_1,0.82,0.77,0.55,0.64,0.34,0.09,0.21,0.17,0.2,0.16,0.19,0.14,0.12,0.25,0.08,0.14
h_1,0.6,0.51,0.55,0.54,0.55,0.39,0.06,0.1,0.17,0.1,0.09,0.09,0.13,0.1,0.08,0.08
d_0,0.51,0.28,1.05,0.65,0.55,0.52,0.16,0.06,0.24,0.11,0.1,0.11,0.09,0.09,0.09,0.13
g_1,0.65,0.53,0.54,0.49,0.52,0.48,0.12,0.14,0.05,0.12,0.1,0.1,0.05,0.1,0.12,0.1
c_0,0.69,0.49,0.28,1.19,0.55,0.5,0.15,0.15,0.16,0.06,0.1,0.09,0.09,0.11,0.09,0.11
b_0,0.57,0.49,0.41,0.73,0.99,0.41,0.16,0.13,0.13,0.05,0.05,0.1,0.08,0.1,0.07,0.08
f_0,0.93,0.49,0.44,0.49,0.56,0.49,0.17,0.1,0.1,0.1,0.1,0.05,0.08,0.1,0.05,0.11
h_0,0.56,0.57,0.47,0.44,0.51,0.48,0.22,0.11,0.15,0.11,0.11,0.1,0.1,0.09,0.07,0.1
a_0,0.47,0.53,0.54,0.56,0.7,0.69,0.18,0.12,0.16,0.08,0.05,0.09,0.08,0.04,0.07,0.13
g_0,0.55,0.55,0.48,0.6,0.52,0.47,0.11,0.1,0.22,0.09,0.09,0.1,0.06,0.1,0.12,0.11
e_0,0.55,0.85,0.48,0.51,0.48,0.55,0.16,0.11,0.16,0.09,0.09,0.05,0.09,0.12,0.07,0.04
