,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.39,2.12,1.38,1.44,1.27,1.31,2.6,2.86,3.33,2.9,3.32,2.64,3.64,3.47,2.74,3.92
e_1,1.33,2.43,1.33,1.84,1.56,1.42,2.79,2.87,5.19,3.25,3.45,3.55,4.4,3.44,2.74,4.16
d_1,1.62,1.44,2.57,1.19,1.52,1.4,3.2,2.79,2.61,5.03,3.62,3.53,4.35,3.51,3.78,4.04
c_1,1.43,1.26,1.66,2.67,2.46,1.33,2.82,2.56,2.37,1.97,2.59,2.95,3.54,3.17,3.03,3.44
b_1,1.55,1.53,1.4,1.28,2.79,2.65,2.87,2.8,2.86,3.47,2.7,3.07,3.59,2.29,3.43,3.75
a_1,1.63,1.48,1.6,1.58,1.26,3.33,2.95,2.62,3.28,3.49,3.32,3.2,4.53,2.49,3.7,4.78
h_1,2.04,1.46,1.56,1.44,1.4,1.41,4.09,3.66,2.84,2.96,3.56,3.18,3.62,3.65,3.17,5.07
g_1,1.39,1.5,2.14,1.61,1.36,1.77,2.75,4.55,2.95,3.16,3.14,4.56,3.98,2.88,3.95,3.6
d_0,1.53,1.3,1.37,2.76,1.61,1.41,3.11,3.05,4.31,2.46,3.51,3.11,4.19,3.42,3.24,4.03
c_0,1.76,1.5,1.48,1.59,1.24,1.56,3.4,3.21,4.01,4.38,5.48,3.72,4.13,4.27,3.55,4.42
b_0,1.73,1.49,1.69,1.83,1.13,1.37,3.06,3.39,3.22,3.03,4.6,3.25,4.35,6.1,3.52,4.41
f_0,1.45,1.23,1.73,1.88,1.59,1.73,3.42,3.01,3.46,3.53,3.8,4.88,4.33,3.63,6.13,3.93
h_0,1.9,1.46,1.62,1.66,1.46,1.4,2.49,3.71,3.17,3.23,3.56,3.22,3.77,3.24,3.77,4.73
a_0,1.63,1.54,1.71,1.77,1.73,1.18,2.86,3.48,3.19,2.82,2.83,3.46,4.29,5.3,3.38,4.24
e_0,1.81,1.33,1.75,1.8,1.3,1.61,3.34,3.47,3.21,3.54,3.95,3.31,4.36,3.02,5.44,4.0
g_0,1.43,1.34,2.17,1.73,1.5,1.14,2.87,3.15,3.02,3.29,3.55,4.63,4.19,3.58,3.61,4.15
