,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.85,1.21,0.97,1.01,0.98,1.04,1.38,1.1,0.95,0.96,1.14,0.96,0.97,1.08,1.07
f_1,1.22,1.0,1.05,0.88,0.98,0.89,0.85,1.06,1.0,0.89,0.95,0.94,0.88,0.98,0.84,1.17
c_1,0.84,0.95,1.0,1.07,1.33,1.04,1.01,0.77,1.08,0.95,0.83,0.92,1.0,0.85,0.96,1.04
d_1,1.01,1.13,0.91,1.0,0.92,0.87,1.01,0.98,0.81,1.23,1.12,0.98,1.04,1.09,1.04,0.8
b_1,0.99,1.02,0.79,1.07,1.0,1.47,1.02,0.85,1.05,1.1,0.98,1.06,1.07,0.9,0.97,0.98
a_1,1.0,1.11,0.93,1.15,0.7,1.0,1.18,1.01,1.18,1.08,1.18,0.94,1.06,1.14,1.03,1.05
h_1,0.96,1.17,0.99,1.0,0.97,0.82,1.0,0.9,1.03,0.94,0.95,0.99,1.02,1.04,0.93,1.08
d_0,0.72,0.95,1.3,1.06,1.22,0.93,1.04,1.0,0.98,0.92,0.98,0.99,1.15,0.92,1.16,1.12
g_1,0.92,1.0,0.95,1.21,0.93,0.85,0.97,0.98,1.0,1.05,1.08,1.12,0.94,1.04,1.07,0.92
c_0,1.07,1.12,1.01,0.82,0.91,0.87,1.07,1.13,0.94,1.0,1.38,1.03,1.22,1.18,1.07,1.03
b_0,1.0,1.05,1.22,0.9,1.0,0.84,1.12,1.03,0.91,0.74,1.0,0.99,0.98,1.34,0.93,1.11
f_0,0.87,1.05,1.08,1.01,0.95,1.14,1.01,0.97,0.86,0.97,0.99,1.0,1.05,1.07,1.33,0.8
h_0,1.03,1.12,1.01,0.94,0.92,0.93,0.98,0.92,1.1,0.8,1.0,0.95,1.0,0.92,0.92,1.02
a_0,1.05,0.97,1.2,0.94,1.06,0.84,0.93,1.15,0.95,0.82,0.78,0.96,1.09,1.0,1.03,0.97
e_0,0.98,1.13,1.02,0.96,1.03,0.95,1.04,0.88,0.91,0.89,1.05,0.77,1.15,0.95,1.0,0.98
g_0,0.94,0.89,0.96,1.22,1.03,0.95,0.94,0.87,1.11,0.95,0.94,1.29,0.96,1.1,1.03,1.0
