,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.06,1.33,2.02,2.33,2.35,1.67,0.77,0.86,0.83,0.63,0.62,0.67,0.48,0.61,0.91,0.47
f_1,2.27,1.06,1.61,2.18,2.15,1.71,0.58,0.7,0.79,0.57,0.56,0.85,0.36,0.52,0.43,0.5
d_1,2.67,2.46,1.06,2.41,1.88,1.7,0.82,0.96,0.53,0.68,0.6,0.66,0.52,0.51,0.54,0.34
c_1,1.91,2.45,2.74,1.06,2.54,1.83,0.88,0.44,1.06,0.82,0.69,0.67,0.5,0.59,0.57,0.48
b_1,2.35,2.74,3.1,1.4,1.06,3.2,1.0,0.71,0.86,1.01,1.27,0.63,0.52,0.7,0.54,0.54
a_1,3.75,3.52,3.35,3.42,1.63,1.07,1.46,1.07,1.11,0.92,1.0,0.82,0.8,1.18,1.05,0.75
h_1,5.84,6.45,5.4,5.64,4.97,4.24,1.33,1.97,2.18,1.53,1.6,1.56,1.74,1.36,1.25,1.47
d_0,3.9,6.67,7.42,7.33,6.47,5.01,2.24,1.46,2.67,1.5,1.68,1.71,1.54,1.44,1.56,1.52
g_1,6.38,7.31,8.12,6.26,6.22,5.3,1.95,2.21,1.31,2.1,1.83,2.01,1.31,1.82,1.57,1.6
c_0,7.03,6.98,4.36,12.48,6.29,6.68,3.03,3.09,2.43,1.49,2.3,2.04,1.71,2.04,1.75,1.6
b_0,6.94,7.97,6.26,9.11,9.95,5.76,2.75,2.45,2.91,1.32,1.47,1.96,2.02,1.92,1.84,1.69
f_0,7.53,9.9,8.14,7.59,6.8,6.03,3.19,2.73,1.96,2.21,2.18,1.48,2.0,2.01,2.1,1.35
h_0,8.92,10.99,8.75,8.86,8.69,6.78,4.27,2.68,3.55,2.68,2.26,2.29,2.71,1.89,1.9,2.08
a_0,7.77,10.6,9.77,10.35,10.68,11.45,4.01,3.11,3.26,2.38,1.84,2.65,2.65,1.58,2.32,1.92
e_0,11.82,12.57,9.58,10.49,10.53,7.91,4.19,3.2,3.28,2.96,2.6,1.67,2.36,2.7,1.66,2.28
g_0,10.88,11.2,11.12,11.16,9.11,8.35,2.86,3.03,4.87,2.64,2.59,3.32,1.99,2.55,2.24,2.9
